Estado,Gênero,Idade,Cor_Raça,Nível_Educação,Código_Ocupação,Renda_Mensal,Horas_Trabalhadas_Semana,Posição_Ocupacional,Atividade_Principal,Carteira_Assinada,Anos_Estudo
33,1,24,4,5.0,4321.0,1320.0,44.0,3.0,6.0,1.0,12.0
33,2,26,4,5.0,5142.0,1000.0,60.0,6.0,10.0,,12.0
33,1,48,1,2.0,7112.0,2000.0,40.0,6.0,3.0,,8.0
33,2,63,4,1.0,9111.0,100.0,8.0,1.0,11.0,2.0,0.0
33,2,38,4,5.0,3339.0,1700.0,40.0,6.0,4.0,,12.0
33,2,45,4,5.0,2341.0,2000.0,40.0,4.0,9.0,,12.0
33,1,53,4,5.0,5243.0,2200.0,40.0,6.0,4.0,,12.0
33,2,33,3,5.0,5120.0,600.0,20.0,3.0,6.0,2.0,12.0
33,1,34,4,2.0,7231.0,800.0,40.0,3.0,4.0,2.0,6.0
33,1,42,1,4.0,7231.0,1750.0,40.0,6.0,4.0,,11.0
33,1,36,2,5.0,7115.0,2500.0,44.0,3.0,2.0,1.0,12.0
33,2,37,4,5.0,3412.0,1320.0,40.0,4.0,8.0,2.0,12.0
33,2,62,1,3.0,9111.0,1800.0,44.0,1.0,11.0,1.0,9.0
33,1,44,4,2.0,5414.0,2000.0,44.0,3.0,7.0,1.0,6.0
33,1,43,4,5.0,8350.0,3000.0,44.0,1.0,11.0,1.0,12.0
33,2,37,1,4.0,7112.0,2500.0,40.0,6.0,6.0,,10.0
33,1,41,4,2.0,5414.0,2200.0,44.0,3.0,7.0,1.0,6.0
33,2,37,4,3.0,4211.0,1320.0,40.0,4.0,5.0,2.0,9.0
33,2,20,4,4.0,5223.0,0.0,44.0,3.0,4.0,2.0,11.0
33,2,45,4,2.0,9112.0,1600.0,48.0,3.0,7.0,1.0,2.0
33,1,18,4,2.0,9313.0,600.0,48.0,3.0,3.0,2.0,5.0
33,1,33,4,5.0,5414.0,1800.0,44.0,3.0,7.0,1.0,12.0
33,2,34,4,2.0,9112.0,1400.0,44.0,3.0,7.0,1.0,7.0
33,1,48,1,5.0,3113.0,3500.0,44.0,3.0,5.0,1.0,12.0
33,2,53,4,2.0,9111.0,900.0,30.0,1.0,11.0,2.0,4.0
33,2,17,4,2.0,5311.0,150.0,12.0,6.0,10.0,,8.0
33,1,60,1,7.0,8332.0,900.0,30.0,6.0,5.0,,16.0
33,2,42,2,3.0,7112.0,1400.0,40.0,6.0,10.0,,9.0
33,1,42,2,3.0,7112.0,1400.0,40.0,6.0,3.0,,9.0
33,2,32,4,3.0,5249.0,1300.0,24.0,6.0,6.0,,9.0
33,2,56,4,2.0,9111.0,950.0,30.0,1.0,11.0,2.0,1.0
33,1,57,4,5.0,7233.0,3800.0,40.0,3.0,2.0,1.0,13.0
33,2,30,4,7.0,5142.0,3500.0,44.0,6.0,10.0,,16.0
33,2,23,1,7.0,2634.0,2100.0,40.0,3.0,9.0,1.0,16.0
33,1,58,4,5.0,4110.0,9500.0,40.0,4.0,10.0,,12.0
33,2,20,4,7.0,5223.0,800.0,48.0,3.0,4.0,2.0,14.0
33,2,66,2,3.0,9111.0,180.0,20.0,1.0,11.0,2.0,9.0
33,1,56,4,5.0,3257.0,2700.0,44.0,3.0,7.0,1.0,12.0
33,2,18,4,5.0,4110.0,1000.0,30.0,3.0,5.0,1.0,13.0
33,2,45,2,2.0,5142.0,500.0,20.0,6.0,10.0,,3.0
33,1,51,1,5.0,7126.0,10000.0,50.0,5.0,7.0,,12.0
33,1,55,4,5.0,8344.0,3000.0,44.0,3.0,3.0,1.0,12.0
33,1,27,1,5.0,8322.0,3500.0,60.0,6.0,5.0,,12.0
33,2,24,1,5.0,5230.0,1320.0,44.0,3.0,4.0,1.0,12.0
33,2,43,4,5.0,9329.0,1500.0,44.0,3.0,2.0,1.0,12.0
33,2,31,4,7.0,4110.0,1320.0,44.0,3.0,7.0,1.0,16.0
33,2,33,1,5.0,5230.0,1800.0,44.0,3.0,4.0,1.0,12.0
33,1,53,2,7.0,5414.0,1600.0,44.0,3.0,9.0,1.0,16.0
33,2,54,2,3.0,9112.0,1320.0,44.0,4.0,9.0,1.0,9.0
33,2,33,1,7.0,5211.0,2000.0,40.0,3.0,12.0,1.0,16.0
33,1,36,1,7.0,5221.0,2000.0,40.0,6.0,12.0,,16.0
33,2,49,4,7.0,2619.0,15000.0,44.0,4.0,8.0,1.0,16.0
33,2,42,1,7.0,2634.0,6000.0,40.0,6.0,9.0,,16.0
33,1,46,1,7.0,2611.0,10000.0,40.0,6.0,7.0,,16.0
33,2,42,1,7.0,5412.0,16500.0,44.0,4.0,8.0,,16.0
33,2,43,1,7.0,3343.0,15000.0,40.0,4.0,8.0,,16.0
33,1,49,1,7.0,2619.0,12000.0,40.0,4.0,8.0,,16.0
33,2,50,1,7.0,2359.0,6000.0,60.0,6.0,9.0,,16.0
33,1,28,1,7.0,2611.0,3000.0,40.0,3.0,4.0,1.0,16.0
33,2,39,4,7.0,1223.0,20000.0,40.0,3.0,7.0,1.0,16.0
33,1,49,4,5.0,3341.0,4000.0,44.0,3.0,10.0,1.0,12.0
33,2,51,1,6.0,4110.0,7000.0,44.0,4.0,8.0,,14.0
33,2,55,4,2.0,9412.0,300.0,24.0,3.0,6.0,2.0,5.0
33,2,21,2,5.0,5142.0,1200.0,20.0,6.0,10.0,,12.0
33,1,28,2,3.0,8322.0,3200.0,44.0,3.0,2.0,1.0,9.0
33,2,30,2,4.0,9111.0,300.0,12.0,1.0,11.0,2.0,11.0
33,1,53,1,5.0,3257.0,2800.0,44.0,3.0,2.0,1.0,12.0
33,2,44,1,5.0,5141.0,2000.0,40.0,6.0,10.0,,12.0
33,1,56,2,2.0,5221.0,1320.0,50.0,6.0,6.0,,7.0
33,2,45,2,3.0,9111.0,1320.0,30.0,1.0,11.0,2.0,9.0
33,1,57,4,2.0,9313.0,1400.0,44.0,6.0,3.0,,7.0
33,1,61,1,5.0,9520.0,2000.0,50.0,6.0,4.0,,12.0
33,2,21,4,5.0,5230.0,1550.0,44.0,3.0,4.0,1.0,12.0
33,2,58,1,3.0,5243.0,1500.0,30.0,6.0,4.0,,9.0
33,1,58,1,5.0,7112.0,3000.0,40.0,6.0,3.0,,12.0
33,1,49,4,5.0,7411.0,3000.0,44.0,3.0,2.0,1.0,13.0
33,2,49,4,1.0,9112.0,1000.0,40.0,6.0,7.0,,0.0
33,1,29,4,5.0,7231.0,1550.0,40.0,3.0,4.0,1.0,12.0
33,2,57,4,2.0,5246.0,1500.0,44.0,3.0,4.0,1.0,6.0
33,1,58,4,2.0,5414.0,1500.0,44.0,3.0,7.0,1.0,5.0
33,2,23,4,5.0,9329.0,1450.0,44.0,3.0,2.0,1.0,12.0
33,1,46,2,2.0,9112.0,1427.0,44.0,3.0,9.0,1.0,6.0
33,1,52,4,2.0,5153.0,1320.0,40.0,3.0,7.0,1.0,6.0
33,1,27,1,5.0,9313.0,1300.0,30.0,6.0,10.0,,12.0
33,1,22,1,2.0,9313.0,1300.0,40.0,6.0,3.0,,6.0
33,2,21,1,5.0,5223.0,1320.0,40.0,3.0,4.0,1.0,13.0
33,2,46,2,5.0,4110.0,1500.0,40.0,3.0,2.0,1.0,13.0
33,1,65,4,5.0,3114.0,2000.0,30.0,6.0,10.0,,13.0
33,2,66,1,2.0,5120.0,180.0,20.0,3.0,6.0,2.0,8.0
33,2,44,1,5.0,4110.0,3000.0,40.0,3.0,9.0,2.0,13.0
33,1,40,1,5.0,3221.0,3000.0,40.0,3.0,9.0,2.0,12.0
33,2,41,4,5.0,4110.0,2500.0,40.0,3.0,3.0,2.0,12.0
33,1,46,1,5.0,1219.0,2500.0,40.0,5.0,3.0,,12.0
33,1,60,1,3.0,9313.0,1320.0,5.0,3.0,3.0,2.0,9.0
33,1,52,1,2.0,7112.0,3000.0,40.0,6.0,3.0,,6.0
33,1,32,1,6.0,5120.0,2500.0,40.0,3.0,6.0,1.0,13.0
33,2,45,2,5.0,5230.0,1500.0,40.0,3.0,4.0,1.0,12.0
33,1,36,2,5.0,3115.0,7000.0,6.0,6.0,3.0,,12.0
33,2,35,1,5.0,5142.0,1500.0,30.0,6.0,10.0,,12.0
33,1,51,2,2.0,7132.0,1493.0,40.0,3.0,4.0,1.0,7.0
33,1,56,1,4.0,8322.0,3000.0,50.0,6.0,5.0,,11.0
33,2,31,1,5.0,3255.0,3000.0,40.0,6.0,9.0,,12.0
33,2,40,2,5.0,5243.0,3000.0,40.0,6.0,4.0,,12.0
33,1,23,2,5.0,5414.0,1400.0,40.0,3.0,7.0,1.0,12.0
33,1,24,2,6.0,3433.0,700.0,20.0,4.0,10.0,2.0,16.0
33,1,26,1,4.0,8321.0,4000.0,50.0,6.0,5.0,,10.0
33,2,58,2,3.0,5221.0,1500.0,40.0,6.0,6.0,,9.0
33,1,60,1,7.0,3322.0,2000.0,40.0,6.0,4.0,,14.0
33,1,66,1,7.0,8322.0,3000.0,40.0,6.0,5.0,,16.0
33,1,52,1,3.0,7522.0,1900.0,40.0,3.0,2.0,1.0,9.0
33,2,43,1,2.0,9112.0,1320.0,48.0,3.0,6.0,1.0,3.0
33,1,25,1,4.0,9329.0,,16.0,7.0,2.0,,11.0
33,1,61,1,7.0,2342.0,1320.0,40.0,4.0,9.0,,16.0
33,1,65,1,3.0,7112.0,3000.0,40.0,6.0,3.0,,9.0
33,2,46,1,5.0,7318.0,900.0,53.0,6.0,2.0,,12.0
33,1,55,1,5.0,8322.0,2000.0,70.0,4.0,9.0,,12.0
33,1,27,1,3.0,5223.0,1320.0,48.0,3.0,4.0,2.0,9.0
33,2,23,1,4.0,5142.0,800.0,40.0,3.0,10.0,2.0,10.0
33,1,59,1,2.0,7122.0,3200.0,45.0,3.0,3.0,2.0,6.0
33,2,38,1,2.0,5120.0,1320.0,25.0,4.0,9.0,2.0,6.0
33,1,25,4,3.0,7112.0,800.0,45.0,6.0,3.0,,9.0
33,1,61,1,2.0,7113.0,1000.0,45.0,6.0,3.0,,6.0
33,1,33,1,5.0,3343.0,2000.0,25.0,4.0,8.0,2.0,12.0
33,1,29,1,7.0,2433.0,0.0,40.0,3.0,2.0,2.0,16.0
33,1,69,2,2.0,8332.0,900.0,48.0,6.0,5.0,,6.0
33,2,65,4,2.0,7533.0,1000.0,48.0,6.0,2.0,,5.0
33,1,57,4,2.0,7112.0,0.0,30.0,6.0,3.0,,5.0
33,1,42,1,7.0,1213.0,14500.0,60.0,3.0,10.0,2.0,16.0
33,2,35,1,7.0,4110.0,7500.0,40.0,3.0,7.0,2.0,16.0
33,1,45,4,6.0,3112.0,5100.0,50.0,4.0,2.0,1.0,13.0
33,2,28,2,7.0,2144.0,10000.0,48.0,3.0,2.0,1.0,16.0
33,2,49,1,7.0,5164.0,1320.0,12.0,6.0,10.0,,16.0
33,2,45,1,5.0,4110.0,3000.0,44.0,3.0,7.0,2.0,12.0
33,2,76,4,7.0,9111.0,400.0,5.0,1.0,11.0,2.0,16.0
33,1,49,1,6.0,3513.0,3000.0,48.0,3.0,7.0,1.0,14.0
33,2,46,1,7.0,2341.0,3000.0,40.0,3.0,9.0,1.0,16.0
33,1,49,1,5.0,8322.0,2500.0,44.0,6.0,5.0,,12.0
33,2,48,1,5.0,4120.0,1320.0,44.0,3.0,7.0,2.0,12.0
33,1,22,4,5.0,210.0,2000.0,24.0,2.0,8.0,,12.0
33,1,53,2,2.0,7131.0,3500.0,44.0,3.0,3.0,2.0,5.0
33,1,19,1,5.0,9112.0,200.0,10.0,3.0,7.0,2.0,12.0
33,2,59,1,2.0,9112.0,1400.0,44.0,3.0,9.0,1.0,6.0
33,1,63,4,2.0,7112.0,650.0,40.0,6.0,3.0,,5.0
33,2,43,1,4.0,5223.0,1800.0,44.0,3.0,2.0,1.0,10.0
33,1,51,1,2.0,7126.0,6000.0,40.0,6.0,3.0,,5.0
33,2,51,1,5.0,3221.0,2500.0,44.0,3.0,9.0,1.0,12.0
33,1,64,1,5.0,9313.0,0.0,40.0,6.0,3.0,,12.0
33,1,54,4,5.0,9629.0,4000.0,20.0,6.0,7.0,,12.0
33,2,51,4,2.0,9111.0,1600.0,44.0,1.0,11.0,1.0,8.0
33,2,26,4,5.0,5223.0,1550.0,44.0,3.0,4.0,1.0,12.0
33,1,26,1,5.0,5223.0,2100.0,44.0,3.0,4.0,1.0,12.0
33,1,49,4,6.0,3131.0,5000.0,40.0,3.0,2.0,1.0,13.0
33,2,46,4,7.0,2330.0,5000.0,40.0,3.0,9.0,1.0,16.0
33,2,39,3,7.0,2431.0,4500.0,40.0,3.0,4.0,1.0,16.0
33,2,40,1,7.0,2511.0,8000.0,40.0,3.0,7.0,1.0,16.0
33,1,63,1,7.0,2142.0,5000.0,20.0,6.0,7.0,,16.0
33,1,51,2,7.0,2113.0,5000.0,40.0,3.0,7.0,1.0,16.0
33,2,45,1,7.0,2262.0,6000.0,40.0,3.0,2.0,1.0,16.0
33,1,38,1,7.0,2230.0,6000.0,40.0,3.0,9.0,1.0,16.0
33,2,37,1,7.0,2411.0,4000.0,40.0,3.0,7.0,1.0,16.0
33,1,29,1,5.0,210.0,6000.0,40.0,2.0,8.0,,12.0
33,2,24,1,7.0,210.0,6000.0,40.0,2.0,8.0,,16.0
33,2,33,1,7.0,3423.0,2500.0,30.0,3.0,10.0,1.0,16.0
33,1,35,1,7.0,2411.0,5000.0,40.0,6.0,7.0,,16.0
33,1,41,1,5.0,3322.0,15000.0,40.0,6.0,4.0,,12.0
33,2,44,4,7.0,3342.0,10000.0,40.0,4.0,8.0,,16.0
33,1,39,4,7.0,3423.0,2500.0,42.0,6.0,10.0,,16.0
33,1,43,1,5.0,3113.0,3500.0,44.0,3.0,2.0,1.0,12.0
33,2,40,4,5.0,5230.0,1700.0,48.0,3.0,4.0,1.0,12.0
33,2,60,4,2.0,5120.0,1489.0,42.0,3.0,4.0,1.0,8.0
33,1,17,4,3.0,9612.0,900.0,40.0,3.0,4.0,2.0,9.0
33,2,24,4,2.0,5311.0,500.0,9.0,1.0,11.0,2.0,6.0
33,1,51,1,5.0,7233.0,3000.0,44.0,3.0,2.0,1.0,12.0
33,1,59,2,3.0,5221.0,1320.0,20.0,6.0,6.0,,9.0
33,2,25,1,5.0,5322.0,1320.0,44.0,6.0,9.0,,12.0
33,2,30,4,5.0,5243.0,300.0,40.0,6.0,4.0,,12.0
33,1,25,1,7.0,4110.0,5500.0,40.0,3.0,7.0,1.0,16.0
33,2,38,4,5.0,5230.0,1600.0,44.0,3.0,4.0,1.0,12.0
33,2,47,1,2.0,9412.0,400.0,8.0,3.0,6.0,2.0,4.0
33,1,35,4,7.0,412.0,8000.0,40.0,2.0,8.0,,16.0
33,2,38,4,7.0,2141.0,5000.0,40.0,3.0,2.0,1.0,16.0
33,2,47,1,7.0,3355.0,6000.0,40.0,4.0,8.0,,16.0
33,1,73,4,5.0,1324.0,5000.0,36.0,5.0,5.0,,12.0
33,1,41,4,7.0,4211.0,7000.0,30.0,4.0,7.0,,16.0
33,1,42,1,7.0,412.0,7000.0,40.0,2.0,8.0,,16.0
33,2,41,4,7.0,2330.0,9000.0,40.0,4.0,9.0,,16.0
33,2,34,2,5.0,3257.0,3000.0,40.0,3.0,9.0,1.0,12.0
33,1,49,2,5.0,7131.0,3500.0,40.0,3.0,3.0,1.0,12.0
33,2,59,1,7.0,1345.0,6000.0,40.0,4.0,9.0,,16.0
33,2,53,4,7.0,2421.0,6000.0,40.0,5.0,7.0,,16.0
33,1,54,4,7.0,2411.0,6000.0,40.0,4.0,2.0,1.0,16.0
33,2,48,2,7.0,2611.0,6000.0,30.0,6.0,7.0,,16.0
33,2,45,1,5.0,1219.0,8000.0,40.0,5.0,2.0,,12.0
33,1,51,4,7.0,2433.0,6500.0,40.0,3.0,2.0,1.0,16.0
33,2,53,2,5.0,3322.0,7000.0,40.0,3.0,7.0,1.0,12.0
33,2,39,1,7.0,3253.0,3900.0,40.0,4.0,8.0,,16.0
33,1,40,4,7.0,2142.0,6000.0,40.0,3.0,7.0,1.0,16.0
33,2,80,1,5.0,7531.0,1300.0,20.0,6.0,2.0,,12.0
33,1,50,1,6.0,5312.0,1800.0,40.0,4.0,9.0,2.0,13.0
33,2,34,2,5.0,3221.0,1280.0,48.0,3.0,9.0,2.0,12.0
33,2,55,2,4.0,5141.0,700.0,50.0,6.0,10.0,,10.0
33,1,49,1,2.0,5153.0,2600.0,40.0,3.0,7.0,1.0,7.0
33,1,60,1,5.0,7411.0,400.0,40.0,6.0,3.0,,12.0
33,1,33,2,5.0,7112.0,1320.0,40.0,6.0,3.0,,12.0
33,1,48,4,6.0,4110.0,2500.0,40.0,3.0,4.0,1.0,13.0
33,2,21,1,5.0,4110.0,2000.0,40.0,4.0,8.0,1.0,12.0
33,2,26,1,5.0,5311.0,1320.0,40.0,1.0,11.0,2.0,12.0
33,2,46,4,3.0,9334.0,1800.0,44.0,3.0,4.0,1.0,9.0
33,1,45,4,3.0,7512.0,2000.0,44.0,3.0,4.0,1.0,9.0
33,1,38,4,7.0,3257.0,4000.0,40.0,3.0,2.0,1.0,14.0
33,1,48,4,3.0,7412.0,2000.0,44.0,3.0,3.0,1.0,9.0
33,2,56,4,3.0,5311.0,1200.0,25.0,1.0,11.0,2.0,9.0
33,1,34,4,7.0,5223.0,1500.0,44.0,3.0,4.0,1.0,16.0
33,2,25,4,7.0,2341.0,2200.0,40.0,4.0,9.0,,16.0
33,2,60,2,1.0,5322.0,2500.0,60.0,1.0,11.0,1.0,0.0
33,2,35,4,5.0,9112.0,1312.0,44.0,3.0,7.0,2.0,13.0
33,2,31,4,3.0,5312.0,2000.0,44.0,4.0,9.0,2.0,9.0
33,1,42,4,5.0,9329.0,2500.0,44.0,3.0,2.0,1.0,13.0
33,1,50,1,5.0,8219.0,1500.0,44.0,3.0,2.0,1.0,13.0
33,1,39,4,7.0,2511.0,7000.0,40.0,3.0,7.0,1.0,15.0
33,1,41,4,7.0,210.0,10000.0,50.0,2.0,9.0,,16.0
33,1,41,1,5.0,7231.0,1320.0,30.0,6.0,4.0,,12.0
33,2,29,1,5.0,5164.0,1320.0,30.0,6.0,10.0,,12.0
33,1,57,4,5.0,7512.0,3500.0,42.0,3.0,6.0,1.0,12.0
33,2,59,4,3.0,9111.0,5500.0,40.0,1.0,11.0,2.0,9.0
33,2,46,1,5.0,3221.0,3000.0,44.0,4.0,9.0,,12.0
33,1,45,1,4.0,9333.0,1800.0,30.0,6.0,7.0,,11.0
33,2,40,4,5.0,4132.0,300.0,20.0,6.0,7.0,,12.0
33,2,53,4,2.0,9111.0,1320.0,40.0,1.0,11.0,1.0,5.0
33,1,63,4,6.0,8322.0,1200.0,40.0,6.0,5.0,,13.0
33,2,57,1,7.0,2411.0,2500.0,40.0,3.0,7.0,1.0,16.0
33,2,46,1,7.0,2511.0,11000.0,40.0,4.0,7.0,,16.0
33,2,49,4,7.0,2421.0,2000.0,40.0,6.0,3.0,,16.0
33,1,42,4,7.0,3115.0,7000.0,40.0,6.0,3.0,,16.0
33,2,24,2,7.0,2421.0,1000.0,40.0,6.0,3.0,,16.0
33,2,40,4,6.0,3341.0,2400.0,40.0,3.0,9.0,1.0,15.0
33,1,44,1,5.0,7222.0,1300.0,48.0,6.0,10.0,,12.0
33,2,52,1,6.0,3313.0,4000.0,40.0,3.0,7.0,1.0,13.0
33,1,53,1,7.0,2411.0,6000.0,40.0,3.0,7.0,1.0,16.0
33,1,52,1,7.0,5249.0,3200.0,40.0,6.0,7.0,,16.0
33,2,55,1,7.0,5249.0,2800.0,40.0,6.0,7.0,,16.0
33,2,37,4,6.0,4110.0,2800.0,40.0,3.0,10.0,1.0,15.0
33,1,56,4,4.0,5223.0,1320.0,40.0,3.0,4.0,1.0,12.0
33,2,28,4,5.0,5142.0,600.0,20.0,3.0,10.0,2.0,12.0
33,1,32,4,5.0,8322.0,2500.0,44.0,6.0,5.0,,12.0
33,2,35,4,7.0,2342.0,1419.0,36.0,4.0,9.0,1.0,16.0
33,2,55,2,7.0,3221.0,7000.0,30.0,4.0,9.0,,16.0
33,1,31,1,6.0,3213.0,1320.0,40.0,3.0,4.0,1.0,16.0
33,2,59,1,5.0,5141.0,2000.0,40.0,6.0,10.0,,13.0
33,1,68,2,1.0,7112.0,2000.0,40.0,6.0,3.0,,0.0
33,2,34,4,5.0,5142.0,1000.0,40.0,6.0,10.0,,12.0
33,2,45,1,2.0,9313.0,100.0,40.0,6.0,4.0,,8.0
33,1,47,4,2.0,9212.0,500.0,40.0,3.0,1.0,2.0,6.0
33,1,50,4,5.0,7132.0,1500.0,40.0,3.0,2.0,1.0,12.0
33,1,25,4,4.0,7132.0,1500.0,40.0,3.0,2.0,1.0,12.0
33,2,41,1,7.0,3311.0,4000.0,35.0,3.0,7.0,1.0,15.0
33,1,60,1,5.0,4110.0,5500.0,20.0,4.0,8.0,2.0,12.0
33,2,27,2,7.0,4222.0,1320.0,40.0,3.0,7.0,1.0,16.0
33,1,24,2,6.0,5223.0,1320.0,40.0,3.0,4.0,1.0,15.0
33,2,61,4,1.0,5322.0,1800.0,40.0,1.0,11.0,1.0,0.0
33,1,50,1,5.0,8322.0,1350.0,45.0,3.0,9.0,1.0,12.0
33,1,50,1,7.0,3513.0,10000.0,44.0,3.0,7.0,1.0,15.0
33,2,43,1,7.0,3513.0,3000.0,40.0,3.0,7.0,1.0,16.0
33,2,35,4,5.0,4225.0,1320.0,40.0,3.0,4.0,1.0,12.0
33,2,65,2,7.0,2341.0,12000.0,40.0,4.0,9.0,,16.0
33,1,37,1,5.0,5414.0,3100.0,42.0,3.0,7.0,1.0,12.0
33,2,37,1,6.0,5142.0,2000.0,20.0,6.0,10.0,,14.0
33,2,45,4,5.0,3221.0,1620.0,48.0,6.0,9.0,,12.0
33,1,49,4,2.0,8141.0,1500.0,50.0,6.0,4.0,,1.0
33,2,43,4,7.0,5142.0,3000.0,40.0,6.0,7.0,,16.0
33,1,36,4,5.0,2353.0,1200.0,12.0,6.0,2.0,,12.0
33,2,44,2,5.0,5211.0,1800.0,50.0,6.0,10.0,,12.0
33,1,49,2,2.0,7112.0,2500.0,40.0,6.0,3.0,,5.0
33,1,42,4,5.0,3113.0,4000.0,44.0,3.0,2.0,1.0,12.0
33,2,44,4,5.0,5223.0,1500.0,44.0,3.0,4.0,1.0,12.0
33,2,19,1,5.0,3257.0,2400.0,40.0,3.0,2.0,1.0,12.0
33,1,54,4,2.0,9313.0,1500.0,40.0,6.0,3.0,,7.0
33,2,56,4,5.0,9111.0,400.0,20.0,1.0,11.0,2.0,12.0
33,2,67,4,2.0,3332.0,1500.0,44.0,6.0,6.0,,7.0
33,1,54,4,2.0,9112.0,2500.0,44.0,3.0,2.0,1.0,5.0
33,2,37,4,3.0,8350.0,3000.0,44.0,6.0,5.0,,9.0
33,1,43,4,3.0,8350.0,3000.0,44.0,6.0,5.0,,9.0
33,1,70,2,2.0,8350.0,1320.0,44.0,1.0,11.0,1.0,1.0
33,2,53,4,4.0,9111.0,1320.0,44.0,1.0,11.0,1.0,11.0
33,2,34,4,5.0,4226.0,1320.0,44.0,3.0,5.0,2.0,12.0
33,1,61,4,2.0,7112.0,4000.0,44.0,6.0,3.0,,6.0
33,2,49,4,5.0,9112.0,1320.0,44.0,3.0,6.0,1.0,12.0
33,1,43,4,2.0,7112.0,5000.0,44.0,5.0,3.0,,4.0
33,1,26,4,5.0,9313.0,1600.0,44.0,3.0,3.0,2.0,12.0
33,1,48,4,2.0,5414.0,2900.0,44.0,3.0,7.0,1.0,3.0
33,2,49,1,4.0,9112.0,1320.0,44.0,3.0,6.0,1.0,11.0
33,1,45,1,2.0,7112.0,600.0,44.0,6.0,4.0,,6.0
33,2,51,1,3.0,9111.0,1320.0,44.0,1.0,11.0,2.0,9.0
33,1,39,4,6.0,3511.0,4700.0,40.0,3.0,7.0,1.0,13.0
33,2,35,1,7.0,2512.0,4500.0,40.0,3.0,7.0,1.0,16.0
33,1,52,1,7.0,2634.0,2500.0,23.0,4.0,8.0,1.0,16.0
33,2,48,1,2.0,9111.0,1320.0,40.0,1.0,11.0,1.0,5.0
33,1,47,1,2.0,6112.0,1500.0,40.0,1.0,11.0,2.0,5.0
33,2,57,4,5.0,7531.0,600.0,20.0,6.0,2.0,,12.0
33,1,52,1,3.0,7112.0,2600.0,44.0,6.0,3.0,,9.0
33,2,27,1,5.0,5142.0,700.0,44.0,6.0,10.0,,12.0
33,2,50,4,2.0,9111.0,1000.0,40.0,1.0,11.0,2.0,6.0
33,1,46,4,2.0,6112.0,1320.0,44.0,1.0,11.0,2.0,8.0
33,1,52,1,7.0,4110.0,7500.0,40.0,4.0,8.0,,16.0
33,1,37,1,7.0,3322.0,2600.0,30.0,3.0,2.0,1.0,16.0
33,1,70,1,2.0,7112.0,1000.0,40.0,6.0,3.0,,3.0
33,1,46,1,7.0,3511.0,12000.0,44.0,3.0,9.0,1.0,16.0
33,2,53,1,5.0,3313.0,6000.0,44.0,3.0,7.0,1.0,12.0
33,2,25,2,5.0,5223.0,800.0,42.0,3.0,4.0,2.0,12.0
33,1,38,1,5.0,5153.0,2340.0,48.0,3.0,2.0,1.0,12.0
33,1,18,2,3.0,9313.0,1000.0,40.0,3.0,3.0,2.0,9.0
33,2,49,2,5.0,3221.0,3500.0,48.0,4.0,9.0,2.0,12.0
33,2,35,4,5.0,4226.0,1600.0,40.0,4.0,9.0,2.0,12.0
33,1,32,4,5.0,7212.0,3400.0,48.0,3.0,2.0,1.0,12.0
33,2,49,2,5.0,3251.0,1320.0,40.0,4.0,8.0,2.0,12.0
33,1,53,2,2.0,8322.0,2000.0,40.0,4.0,8.0,,5.0
33,1,56,2,3.0,7131.0,1000.0,40.0,3.0,3.0,2.0,9.0
33,1,51,2,1.0,9111.0,1200.0,40.0,1.0,11.0,2.0,0.0
33,1,47,2,3.0,7112.0,4000.0,40.0,6.0,3.0,,9.0
33,2,28,1,5.0,5164.0,1320.0,40.0,3.0,7.0,2.0,12.0
33,1,65,1,2.0,8322.0,1320.0,40.0,6.0,5.0,,5.0
33,1,35,4,7.0,2141.0,15000.0,40.0,3.0,2.0,1.0,16.0
33,1,22,1,6.0,5222.0,3600.0,40.0,3.0,4.0,1.0,15.0
33,2,23,1,5.0,9111.0,800.0,40.0,1.0,11.0,2.0,12.0
33,1,22,1,2.0,5322.0,2000.0,40.0,1.0,11.0,2.0,8.0
33,1,56,4,7.0,3423.0,2000.0,40.0,6.0,10.0,,16.0
33,2,54,4,2.0,5142.0,500.0,20.0,6.0,10.0,,6.0
33,2,18,4,5.0,4226.0,1800.0,40.0,3.0,7.0,1.0,12.0
33,1,31,4,5.0,4321.0,3250.0,40.0,3.0,2.0,1.0,12.0
33,2,36,4,6.0,5223.0,650.0,40.0,3.0,4.0,2.0,14.0
33,2,36,4,5.0,5142.0,600.0,40.0,6.0,10.0,,12.0
33,1,43,1,2.0,8322.0,700.0,40.0,6.0,5.0,,6.0
33,1,35,2,5.0,9329.0,2300.0,44.0,3.0,2.0,1.0,12.0
33,2,28,1,4.0,5142.0,1300.0,40.0,6.0,10.0,,10.0
33,1,30,4,2.0,8332.0,2200.0,40.0,3.0,5.0,1.0,7.0
33,2,58,4,7.0,2221.0,3000.0,40.0,4.0,9.0,,16.0
33,1,33,1,6.0,4110.0,2300.0,40.0,3.0,7.0,1.0,14.0
33,2,31,1,7.0,4110.0,2300.0,40.0,3.0,7.0,1.0,16.0
33,1,48,4,2.0,5153.0,2800.0,44.0,3.0,7.0,1.0,6.0
33,2,53,4,5.0,3221.0,2000.0,44.0,3.0,9.0,2.0,13.0
33,2,43,4,6.0,2341.0,3000.0,44.0,4.0,9.0,2.0,13.0
33,1,41,1,7.0,210.0,5000.0,40.0,2.0,8.0,,16.0
