Estado,Gênero,Idade,Cor_Raça,Nível_Educação,Código_Ocupação,Renda_Mensal,Horas_Trabalhadas_Semana,Posição_Ocupacional,Atividade_Principal,Carteira_Assinada,Anos_Estudo
16,1,44,4,2.0,7112.0,6000.0,48.0,6.0,3.0,,7.0
16,1,36,1,7.0,4110.0,5000.0,40.0,4.0,8.0,,16.0
16,1,25,2,6.0,7522.0,2000.0,48.0,3.0,2.0,2.0,13.0
16,2,27,4,5.0,5142.0,1900.0,35.0,6.0,10.0,,12.0
16,1,23,2,4.0,5223.0,1520.0,44.0,3.0,4.0,1.0,11.0
16,1,27,4,5.0,7512.0,2200.0,50.0,3.0,4.0,2.0,12.0
16,2,25,4,4.0,5244.0,2000.0,21.0,6.0,4.0,,10.0
16,1,31,4,7.0,1420.0,2700.0,48.0,3.0,4.0,2.0,16.0
16,1,25,1,5.0,1420.0,1320.0,48.0,3.0,4.0,2.0,12.0
16,1,35,4,6.0,5243.0,1920.0,48.0,3.0,4.0,1.0,13.0
16,2,36,2,6.0,4224.0,2050.0,44.0,3.0,6.0,1.0,13.0
16,2,23,4,7.0,1212.0,2000.0,44.0,3.0,4.0,1.0,16.0
16,2,43,1,1.0,5221.0,6600.0,40.0,5.0,4.0,,0.0
16,1,20,2,6.0,1420.0,2640.0,58.0,3.0,4.0,2.0,13.0
16,1,32,4,5.0,5245.0,700.0,16.0,3.0,4.0,2.0,12.0
16,1,37,4,5.0,7522.0,1500.0,30.0,5.0,2.0,,12.0
16,2,42,4,5.0,7531.0,300.0,30.0,6.0,2.0,,12.0
16,1,21,4,2.0,9311.0,600.0,30.0,6.0,2.0,,8.0
16,1,48,4,5.0,5212.0,3000.0,44.0,6.0,6.0,,12.0
16,2,37,4,5.0,5223.0,1320.0,40.0,3.0,4.0,2.0,12.0
16,2,43,4,4.0,9111.0,1000.0,24.0,1.0,11.0,2.0,11.0
16,1,35,4,3.0,5414.0,1536.0,48.0,4.0,8.0,2.0,9.0
16,2,36,4,4.0,5120.0,1320.0,48.0,4.0,8.0,2.0,10.0
16,2,34,4,7.0,3343.0,2200.0,40.0,4.0,8.0,2.0,16.0
16,2,58,4,7.0,2211.0,18000.0,50.0,4.0,9.0,,16.0
16,1,49,4,7.0,4120.0,3500.0,40.0,4.0,8.0,,16.0
16,2,44,4,7.0,3513.0,2400.0,40.0,6.0,7.0,,16.0
16,1,34,4,7.0,2330.0,3000.0,40.0,3.0,9.0,2.0,16.0
16,1,59,1,7.0,2611.0,9000.0,40.0,6.0,7.0,,16.0
16,2,42,4,7.0,2634.0,4000.0,40.0,4.0,8.0,,16.0
16,1,39,2,7.0,8219.0,2600.0,40.0,3.0,4.0,1.0,16.0
16,2,24,4,7.0,5223.0,1620.0,40.0,3.0,4.0,1.0,16.0
16,2,24,1,7.0,3342.0,6000.0,40.0,3.0,7.0,1.0,16.0
16,1,24,4,7.0,2611.0,7000.0,40.0,3.0,7.0,1.0,16.0
16,1,24,2,7.0,7112.0,2000.0,40.0,6.0,7.0,,16.0
16,2,31,2,7.0,1420.0,2500.0,40.0,3.0,4.0,1.0,16.0
16,1,68,4,5.0,8322.0,2700.0,40.0,4.0,8.0,,12.0
16,1,41,4,7.0,8322.0,1320.0,20.0,6.0,5.0,,16.0
16,1,21,4,4.0,7231.0,1400.0,44.0,3.0,4.0,1.0,11.0
16,1,37,2,5.0,8321.0,1000.0,40.0,6.0,5.0,,12.0
16,1,32,4,5.0,7112.0,900.0,20.0,6.0,3.0,,12.0
16,2,59,2,7.0,2330.0,5000.0,40.0,4.0,9.0,,16.0
16,2,53,2,5.0,5120.0,1600.0,44.0,3.0,4.0,1.0,12.0
16,2,31,1,6.0,4120.0,1400.0,44.0,3.0,7.0,1.0,13.0
16,2,29,4,7.0,4110.0,1500.0,40.0,4.0,8.0,1.0,16.0
16,2,33,4,7.0,4110.0,1500.0,40.0,4.0,8.0,1.0,16.0
16,1,43,4,5.0,4226.0,1320.0,44.0,3.0,4.0,1.0,12.0
16,1,22,1,3.0,9112.0,,15.0,3.0,4.0,2.0,9.0
16,2,48,4,5.0,7512.0,1000.0,40.0,6.0,4.0,,12.0
16,1,44,4,7.0,2330.0,4500.0,40.0,4.0,9.0,2.0,16.0
16,1,36,4,2.0,7112.0,1300.0,40.0,6.0,3.0,,7.0
16,1,55,4,2.0,9313.0,1400.0,44.0,3.0,3.0,1.0,2.0
16,2,47,4,7.0,3221.0,5000.0,40.0,4.0,9.0,,16.0
16,1,60,4,2.0,7112.0,600.0,40.0,6.0,3.0,,6.0
16,1,31,4,5.0,5223.0,1900.0,40.0,3.0,4.0,1.0,12.0
16,1,31,4,7.0,5223.0,2200.0,40.0,3.0,2.0,1.0,16.0
16,1,53,4,5.0,5223.0,3800.0,48.0,3.0,4.0,1.0,12.0
16,2,26,1,7.0,4110.0,2600.0,40.0,3.0,7.0,1.0,15.0
16,2,41,4,7.0,4110.0,3900.0,40.0,4.0,8.0,,16.0
16,1,48,2,7.0,2341.0,5927.0,64.0,4.0,9.0,,16.0
16,2,38,4,5.0,9111.0,1500.0,40.0,1.0,11.0,2.0,12.0
16,1,37,4,5.0,9333.0,2850.0,48.0,3.0,4.0,1.0,12.0
16,2,37,4,7.0,2261.0,2000.0,40.0,6.0,9.0,,16.0
16,1,32,4,3.0,5221.0,2000.0,40.0,6.0,4.0,,9.0
16,1,41,4,7.0,5222.0,5200.0,48.0,3.0,4.0,1.0,16.0
16,1,75,4,2.0,5211.0,1000.0,30.0,6.0,4.0,,5.0
16,1,51,4,7.0,5412.0,13530.0,48.0,4.0,8.0,,16.0
16,2,62,1,5.0,4110.0,4620.0,40.0,4.0,7.0,,12.0
16,1,25,4,7.0,2330.0,1320.0,44.0,4.0,9.0,2.0,16.0
16,1,56,4,7.0,5412.0,15000.0,36.0,4.0,8.0,,16.0
16,2,48,4,7.0,1212.0,13500.0,40.0,4.0,8.0,,16.0
16,1,41,4,5.0,1412.0,3450.0,65.0,5.0,6.0,,12.0
16,1,28,1,5.0,7122.0,1450.0,45.0,3.0,3.0,2.0,12.0
16,1,46,2,5.0,5221.0,3500.0,50.0,5.0,6.0,,12.0
16,2,51,4,7.0,2411.0,3500.0,50.0,5.0,9.0,,16.0
16,2,48,4,7.0,3313.0,2450.0,46.0,3.0,7.0,1.0,16.0
16,1,50,4,5.0,4311.0,1500.0,46.0,3.0,7.0,1.0,12.0
16,1,34,4,5.0,7231.0,2550.0,60.0,5.0,4.0,,12.0
16,2,39,4,6.0,3221.0,4500.0,40.0,4.0,9.0,,16.0
16,1,64,4,7.0,2143.0,16000.0,36.0,4.0,2.0,,16.0
16,2,44,4,6.0,3253.0,5200.0,40.0,4.0,9.0,,13.0
16,1,51,4,5.0,7112.0,2600.0,40.0,4.0,8.0,,12.0
16,1,28,4,5.0,5223.0,1400.0,48.0,3.0,4.0,2.0,12.0
16,1,30,4,5.0,8322.0,1350.0,46.0,3.0,4.0,1.0,12.0
16,2,21,4,5.0,3322.0,1700.0,46.0,3.0,4.0,1.0,12.0
16,1,41,4,4.0,9333.0,1800.0,45.0,3.0,4.0,1.0,10.0
16,2,32,4,5.0,9412.0,1400.0,55.0,3.0,6.0,1.0,12.0
16,2,32,4,7.0,4110.0,1450.0,40.0,3.0,7.0,1.0,14.0
16,1,52,2,7.0,2351.0,5000.0,40.0,4.0,8.0,,16.0
16,2,62,4,5.0,5221.0,5000.0,40.0,5.0,4.0,,12.0
16,1,68,4,5.0,8322.0,2000.0,40.0,6.0,5.0,,12.0
16,1,44,1,5.0,3343.0,2500.0,40.0,4.0,8.0,1.0,12.0
16,1,67,4,2.0,5153.0,3200.0,40.0,4.0,8.0,,8.0
16,1,45,4,5.0,9313.0,1320.0,48.0,3.0,3.0,1.0,12.0
16,2,58,4,2.0,7531.0,300.0,26.0,6.0,2.0,,8.0
16,2,37,4,5.0,4110.0,1320.0,40.0,4.0,8.0,1.0,12.0
16,1,32,2,5.0,4321.0,1320.0,40.0,3.0,5.0,1.0,12.0
16,2,42,4,5.0,2351.0,2640.0,40.0,4.0,9.0,,12.0
16,1,40,4,7.0,2221.0,7800.0,36.0,4.0,9.0,,16.0
16,2,30,4,5.0,5142.0,1500.0,40.0,6.0,10.0,,12.0
16,2,47,4,7.0,2330.0,8000.0,40.0,4.0,9.0,,16.0
16,1,49,4,7.0,2330.0,9000.0,40.0,4.0,9.0,,16.0
16,1,28,4,5.0,8332.0,1320.0,48.0,3.0,5.0,1.0,12.0
16,1,47,4,7.0,1211.0,6100.0,40.0,4.0,8.0,,16.0
16,2,47,1,7.0,5243.0,1500.0,40.0,3.0,4.0,2.0,16.0
16,2,17,4,3.0,5311.0,300.0,24.0,1.0,11.0,2.0,9.0
16,2,61,2,5.0,3221.0,3000.0,40.0,4.0,9.0,1.0,12.0
16,2,45,1,7.0,2341.0,4000.0,40.0,4.0,9.0,,16.0
16,1,50,1,3.0,9122.0,1320.0,40.0,6.0,4.0,,9.0
16,1,46,4,5.0,5414.0,3000.0,40.0,4.0,8.0,,12.0
16,1,25,2,7.0,5221.0,5000.0,40.0,5.0,4.0,,15.0
16,2,24,4,5.0,1420.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,2,38,4,5.0,5221.0,1800.0,40.0,6.0,6.0,,12.0
16,2,41,4,2.0,9111.0,1320.0,48.0,1.0,11.0,1.0,8.0
16,1,39,4,2.0,7522.0,1320.0,48.0,3.0,4.0,1.0,5.0
16,1,19,4,4.0,7231.0,600.0,48.0,6.0,4.0,,10.0
16,1,42,4,5.0,5223.0,2500.0,40.0,3.0,4.0,1.0,12.0
16,2,36,4,5.0,5230.0,1500.0,40.0,3.0,6.0,1.0,12.0
16,1,42,4,7.0,7112.0,3000.0,48.0,6.0,3.0,,16.0
16,2,38,1,6.0,4120.0,2000.0,40.0,3.0,7.0,1.0,14.0
16,1,49,4,6.0,7411.0,2000.0,36.0,3.0,7.0,1.0,15.0
16,2,23,4,6.0,4311.0,1320.0,40.0,3.0,7.0,1.0,15.0
16,1,17,2,4.0,4226.0,1320.0,20.0,3.0,2.0,1.0,11.0
16,2,60,4,2.0,5221.0,1320.0,24.0,6.0,6.0,,6.0
16,2,24,4,7.0,1219.0,4000.0,40.0,4.0,8.0,1.0,16.0
16,1,37,1,6.0,2643.0,3000.0,40.0,3.0,5.0,1.0,15.0
16,2,43,4,4.0,5243.0,1800.0,30.0,6.0,4.0,,10.0
16,1,61,1,5.0,7231.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,1,32,2,7.0,3255.0,1320.0,40.0,6.0,9.0,,14.0
16,2,25,4,5.0,5230.0,1800.0,56.0,3.0,4.0,1.0,12.0
16,1,25,1,5.0,5322.0,1400.0,40.0,3.0,9.0,1.0,12.0
16,2,49,4,7.0,2341.0,5000.0,40.0,4.0,9.0,,16.0
16,1,48,4,2.0,8332.0,3500.0,40.0,3.0,3.0,1.0,8.0
16,1,50,4,5.0,9612.0,1500.0,45.0,3.0,4.0,1.0,12.0
16,2,56,1,5.0,5120.0,1800.0,45.0,4.0,9.0,1.0,12.0
16,1,35,1,7.0,7131.0,1320.0,45.0,3.0,3.0,1.0,16.0
16,1,35,4,2.0,7112.0,1600.0,50.0,6.0,3.0,,5.0
16,1,35,2,5.0,7413.0,3500.0,45.0,3.0,3.0,1.0,12.0
16,2,29,4,6.0,3221.0,2100.0,40.0,3.0,9.0,1.0,13.0
16,1,49,4,4.0,7112.0,1700.0,45.0,3.0,3.0,1.0,10.0
16,1,20,1,2.0,9313.0,1500.0,50.0,3.0,3.0,2.0,6.0
16,2,51,2,7.0,2341.0,8000.0,44.0,4.0,9.0,,16.0
16,1,45,4,5.0,8321.0,2500.0,50.0,6.0,5.0,,12.0
16,2,52,4,5.0,4120.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,1,30,4,5.0,9313.0,1320.0,48.0,6.0,3.0,,12.0
16,1,27,4,5.0,9112.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,1,39,4,2.0,9122.0,200.0,40.0,3.0,4.0,2.0,5.0
16,1,53,4,1.0,7112.0,1320.0,50.0,3.0,3.0,1.0,0.0
16,2,51,4,1.0,9112.0,1320.0,40.0,3.0,6.0,1.0,0.0
16,2,31,4,1.0,3251.0,1320.0,40.0,3.0,9.0,2.0,0.0
16,1,30,4,1.0,4224.0,1320.0,40.0,3.0,6.0,1.0,0.0
16,2,50,4,7.0,2355.0,15800.0,44.0,4.0,9.0,,16.0
16,1,46,1,7.0,5131.0,19800.0,40.0,3.0,7.0,1.0,16.0
16,2,59,4,7.0,3221.0,1700.0,40.0,4.0,9.0,,16.0
16,1,28,4,7.0,4110.0,1320.0,40.0,3.0,9.0,1.0,16.0
16,2,62,2,2.0,5243.0,1900.0,30.0,6.0,4.0,,5.0
16,2,29,2,5.0,5223.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,1,58,4,5.0,5153.0,1700.0,40.0,4.0,9.0,,12.0
16,2,45,4,4.0,9112.0,1700.0,40.0,4.0,9.0,,10.0
16,1,38,4,3.0,7231.0,2000.0,40.0,6.0,4.0,,9.0
16,2,40,4,3.0,9111.0,1320.0,40.0,1.0,11.0,2.0,9.0
16,2,56,4,3.0,5221.0,2000.0,48.0,6.0,4.0,,9.0
16,1,60,2,5.0,5221.0,2000.0,48.0,6.0,4.0,,12.0
16,1,19,4,5.0,5223.0,600.0,48.0,3.0,4.0,2.0,12.0
16,1,49,4,7.0,8322.0,3000.0,40.0,6.0,5.0,,15.0
16,2,22,4,6.0,3111.0,800.0,20.0,4.0,8.0,2.0,14.0
16,1,39,2,4.0,7131.0,2000.0,40.0,6.0,3.0,,11.0
16,1,58,1,7.0,2341.0,11500.0,40.0,4.0,9.0,,16.0
16,1,49,4,2.0,7115.0,1320.0,50.0,3.0,2.0,1.0,4.0
16,1,43,4,5.0,3214.0,800.0,44.0,3.0,2.0,2.0,12.0
16,1,44,4,7.0,3521.0,2000.0,44.0,6.0,4.0,,16.0
16,2,37,4,7.0,5311.0,1500.0,44.0,4.0,9.0,2.0,16.0
16,1,60,4,5.0,3251.0,1320.0,30.0,4.0,8.0,2.0,12.0
16,1,55,4,5.0,8342.0,3500.0,40.0,4.0,7.0,,12.0
16,1,30,4,4.0,8322.0,2000.0,50.0,6.0,5.0,,11.0
16,1,30,4,4.0,4110.0,600.0,30.0,4.0,8.0,2.0,11.0
16,2,27,4,5.0,5311.0,500.0,48.0,1.0,11.0,2.0,12.0
16,2,38,4,7.0,3253.0,2700.0,30.0,4.0,8.0,,15.0
16,1,21,4,6.0,5230.0,1320.0,44.0,3.0,4.0,1.0,13.0
16,1,26,4,6.0,4110.0,2200.0,44.0,3.0,7.0,1.0,13.0
16,1,32,4,5.0,5243.0,850.0,44.0,6.0,4.0,,12.0
16,1,50,4,5.0,8322.0,1320.0,44.0,1.0,11.0,2.0,12.0
16,2,49,4,7.0,2341.0,7000.0,40.0,4.0,9.0,,16.0
16,2,42,4,7.0,2351.0,6500.0,40.0,4.0,9.0,,16.0
16,1,27,4,7.0,7533.0,1800.0,30.0,6.0,2.0,,16.0
16,1,26,1,5.0,5131.0,2000.0,36.0,3.0,6.0,1.0,12.0
16,1,49,4,5.0,412.0,2700.0,40.0,2.0,8.0,,12.0
16,2,44,1,7.0,2330.0,5000.0,40.0,4.0,9.0,,16.0
16,2,39,4,1.0,9111.0,800.0,30.0,1.0,11.0,2.0,0.0
16,1,35,4,3.0,6112.0,500.0,15.0,6.0,1.0,,9.0
16,1,44,4,2.0,6112.0,1000.0,16.0,6.0,1.0,,6.0
16,1,22,4,2.0,9111.0,400.0,15.0,1.0,11.0,2.0,8.0
16,1,25,4,5.0,9111.0,500.0,30.0,1.0,11.0,2.0,12.0
16,2,21,4,6.0,9111.0,500.0,30.0,1.0,11.0,2.0,14.0
16,1,54,4,1.0,6112.0,600.0,16.0,6.0,1.0,,0.0
16,1,60,4,1.0,6112.0,600.0,20.0,6.0,1.0,,0.0
16,2,44,4,5.0,4110.0,1320.0,40.0,4.0,8.0,1.0,12.0
16,1,18,2,2.0,9111.0,600.0,30.0,1.0,11.0,2.0,8.0
16,1,49,4,7.0,2341.0,3300.0,40.0,4.0,9.0,1.0,16.0
16,2,45,4,7.0,4221.0,3700.0,40.0,3.0,7.0,1.0,16.0
16,2,22,4,7.0,4110.0,1800.0,40.0,3.0,7.0,1.0,16.0
16,1,53,4,2.0,7112.0,1500.0,40.0,6.0,3.0,,7.0
16,1,32,4,4.0,9112.0,1320.0,40.0,3.0,7.0,1.0,11.0
16,1,27,4,4.0,7231.0,1500.0,40.0,3.0,4.0,2.0,11.0
16,1,21,4,5.0,5223.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,2,48,5,7.0,3221.0,3800.0,40.0,4.0,9.0,1.0,16.0
16,1,48,4,7.0,411.0,14000.0,36.0,2.0,8.0,,16.0
16,1,54,1,7.0,3112.0,7000.0,40.0,4.0,8.0,,16.0
16,2,49,1,7.0,4110.0,3200.0,40.0,4.0,8.0,,16.0
16,1,24,1,7.0,2330.0,2300.0,40.0,3.0,9.0,1.0,16.0
16,1,27,4,5.0,1321.0,7000.0,40.0,3.0,2.0,1.0,12.0
16,2,27,4,7.0,2221.0,4000.0,40.0,4.0,9.0,1.0,16.0
16,2,43,2,7.0,2221.0,9000.0,40.0,4.0,9.0,,16.0
16,1,51,3,5.0,5222.0,5000.0,40.0,3.0,4.0,1.0,12.0
16,2,22,4,7.0,2264.0,3000.0,30.0,3.0,9.0,1.0,16.0
16,1,41,4,2.0,7112.0,1000.0,48.0,6.0,3.0,,5.0
16,2,27,4,7.0,2611.0,5500.0,40.0,3.0,7.0,2.0,16.0
16,1,28,4,5.0,5221.0,1000.0,40.0,6.0,6.0,,12.0
16,2,22,4,5.0,5221.0,1000.0,40.0,6.0,6.0,,12.0
16,1,24,4,5.0,5223.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,1,54,4,7.0,2330.0,5000.0,40.0,3.0,9.0,1.0,16.0
16,2,50,4,7.0,2264.0,6000.0,40.0,4.0,9.0,,16.0
16,2,45,4,7.0,3513.0,5000.0,40.0,4.0,8.0,,16.0
16,1,53,4,7.0,2330.0,8000.0,40.0,4.0,9.0,,16.0
16,2,21,4,6.0,2353.0,1500.0,24.0,3.0,9.0,1.0,16.0
16,2,51,2,7.0,2330.0,16000.0,70.0,4.0,9.0,,16.0
16,1,63,5,7.0,5243.0,3000.0,30.0,6.0,4.0,,16.0
16,1,33,2,5.0,7511.0,1000.0,40.0,3.0,4.0,2.0,12.0
16,2,61,2,3.0,5312.0,3000.0,40.0,4.0,9.0,,9.0
16,2,44,1,5.0,1420.0,5000.0,40.0,5.0,4.0,,12.0
16,1,56,4,5.0,5221.0,2500.0,40.0,6.0,4.0,,12.0
16,1,43,4,7.0,2411.0,3000.0,40.0,6.0,7.0,,16.0
16,2,37,4,5.0,9112.0,1800.0,40.0,3.0,7.0,1.0,12.0
16,1,49,2,5.0,7112.0,2000.0,40.0,6.0,3.0,,12.0
16,2,45,2,5.0,5243.0,1000.0,20.0,6.0,4.0,,12.0
16,1,29,4,7.0,1420.0,20000.0,40.0,5.0,4.0,,16.0
16,2,42,4,7.0,7533.0,2000.0,30.0,6.0,2.0,,16.0
16,1,47,4,5.0,9629.0,700.0,30.0,6.0,7.0,,12.0
16,2,51,2,7.0,2341.0,7000.0,40.0,4.0,9.0,,16.0
16,1,29,4,6.0,5243.0,1320.0,40.0,6.0,4.0,,16.0
16,1,63,4,3.0,8322.0,3500.0,40.0,6.0,5.0,,9.0
16,2,45,1,5.0,3221.0,3000.0,40.0,4.0,9.0,,12.0
16,1,47,4,5.0,3132.0,1320.0,48.0,3.0,2.0,1.0,12.0
16,1,24,4,5.0,7411.0,2150.0,40.0,3.0,3.0,1.0,12.0
16,2,49,4,5.0,3221.0,1320.0,30.0,4.0,9.0,2.0,12.0
16,1,45,4,5.0,5414.0,1980.0,40.0,3.0,7.0,1.0,12.0
16,1,17,4,4.0,9112.0,840.0,18.0,3.0,7.0,2.0,10.0
16,1,24,4,5.0,7523.0,400.0,15.0,3.0,2.0,2.0,12.0
16,2,47,2,7.0,3212.0,3000.0,40.0,4.0,9.0,,16.0
16,1,46,4,5.0,8153.0,2500.0,40.0,6.0,2.0,,12.0
16,2,29,4,5.0,5142.0,1300.0,30.0,6.0,10.0,,12.0
16,2,53,4,2.0,5243.0,500.0,24.0,6.0,4.0,,5.0
16,2,20,4,6.0,5312.0,1320.0,40.0,4.0,9.0,2.0,14.0
16,2,47,4,5.0,9111.0,1800.0,48.0,1.0,11.0,2.0,12.0
16,1,38,4,5.0,7112.0,3000.0,48.0,5.0,3.0,,12.0
16,2,36,4,2.0,9111.0,640.0,30.0,1.0,11.0,2.0,8.0
16,1,36,4,7.0,412.0,7500.0,56.0,2.0,8.0,,16.0
16,2,65,4,7.0,4110.0,4000.0,40.0,4.0,9.0,,16.0
16,1,37,4,5.0,3513.0,2000.0,30.0,6.0,7.0,,12.0
16,2,44,4,7.0,2133.0,3900.0,40.0,3.0,10.0,1.0,16.0
16,2,43,4,7.0,2341.0,4000.0,40.0,4.0,9.0,,16.0
16,2,56,4,7.0,5419.0,5000.0,40.0,4.0,8.0,,16.0
16,2,34,1,7.0,2330.0,2700.0,20.0,4.0,9.0,,16.0
16,2,38,4,7.0,2264.0,5000.0,40.0,3.0,9.0,1.0,16.0
16,2,66,4,7.0,3313.0,2500.0,40.0,4.0,8.0,,16.0
16,1,54,4,5.0,9112.0,1320.0,40.0,3.0,7.0,1.0,12.0
16,2,36,2,7.0,5412.0,5000.0,30.0,4.0,8.0,,16.0
16,2,47,4,5.0,5243.0,600.0,20.0,6.0,4.0,,12.0
16,1,56,1,2.0,7322.0,1900.0,40.0,3.0,7.0,1.0,6.0
16,2,36,2,7.0,2264.0,3400.0,40.0,4.0,9.0,,16.0
16,2,20,2,6.0,2359.0,500.0,20.0,4.0,9.0,2.0,13.0
16,2,67,4,5.0,3221.0,5200.0,20.0,4.0,9.0,,12.0
16,2,48,4,5.0,4110.0,2000.0,40.0,3.0,7.0,1.0,12.0
16,1,54,1,7.0,2161.0,3000.0,40.0,6.0,7.0,,16.0
16,2,31,1,7.0,3513.0,2000.0,40.0,3.0,7.0,1.0,15.0
16,2,58,1,7.0,2221.0,3700.0,40.0,4.0,9.0,,16.0
16,1,23,1,6.0,8322.0,1000.0,50.0,6.0,5.0,,13.0
16,1,60,4,7.0,2619.0,20000.0,40.0,4.0,8.0,,16.0
16,2,29,4,7.0,2611.0,3900.0,40.0,3.0,7.0,2.0,16.0
16,1,46,1,7.0,2611.0,3000.0,40.0,6.0,7.0,,16.0
16,1,62,4,7.0,2330.0,9000.0,40.0,4.0,9.0,,16.0
16,2,56,4,7.0,2351.0,9000.0,40.0,4.0,9.0,,16.0
16,2,43,4,7.0,2221.0,6600.0,40.0,4.0,9.0,,16.0
16,2,49,1,5.0,4226.0,1320.0,48.0,3.0,9.0,1.0,12.0
16,2,29,1,7.0,4311.0,1320.0,40.0,3.0,7.0,2.0,16.0
16,1,71,1,7.0,2611.0,5000.0,30.0,6.0,7.0,,16.0
16,1,24,1,7.0,2353.0,1500.0,40.0,3.0,9.0,1.0,16.0
16,2,65,1,7.0,2211.0,15000.0,40.0,4.0,9.0,,16.0
16,1,62,1,7.0,2142.0,8000.0,40.0,4.0,8.0,,16.0
16,2,35,1,7.0,2211.0,20000.0,92.0,3.0,9.0,2.0,16.0
16,1,33,1,7.0,2149.0,3000.0,50.0,6.0,2.0,,16.0
16,2,44,4,7.0,2330.0,7000.0,20.0,4.0,9.0,,16.0
16,1,48,4,7.0,1212.0,6900.0,20.0,4.0,8.0,,16.0
16,1,67,4,2.0,7115.0,1320.0,48.0,3.0,3.0,2.0,1.0
16,1,42,4,2.0,5211.0,1000.0,30.0,6.0,4.0,,5.0
16,1,19,4,3.0,7231.0,1000.0,40.0,6.0,4.0,,9.0
16,1,15,4,2.0,9112.0,1320.0,40.0,3.0,4.0,2.0,5.0
16,2,76,4,2.0,5211.0,1200.0,24.0,6.0,4.0,,3.0
16,1,32,2,3.0,5212.0,1750.0,30.0,6.0,6.0,,9.0
16,2,31,4,4.0,5212.0,1750.0,30.0,6.0,6.0,,11.0
16,1,58,4,5.0,411.0,2880.0,30.0,2.0,8.0,,12.0
16,2,27,4,7.0,2421.0,2000.0,40.0,3.0,4.0,1.0,16.0
16,1,35,4,5.0,8321.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,2,61,4,5.0,3221.0,3900.0,40.0,4.0,9.0,,12.0
16,2,42,4,5.0,9112.0,1320.0,48.0,3.0,9.0,1.0,12.0
16,1,58,4,5.0,5414.0,2600.0,48.0,4.0,9.0,1.0,12.0
16,1,53,4,4.0,9112.0,1700.0,40.0,4.0,9.0,1.0,12.0
16,1,50,1,5.0,5223.0,1320.0,48.0,3.0,4.0,1.0,12.0
16,2,24,1,7.0,2261.0,1320.0,48.0,3.0,9.0,2.0,16.0
16,2,39,4,5.0,5142.0,1320.0,40.0,6.0,10.0,,12.0
16,1,46,4,5.0,1212.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,2,20,4,5.0,1212.0,1320.0,40.0,3.0,4.0,1.0,12.0
16,2,66,1,7.0,2351.0,18000.0,40.0,4.0,8.0,,16.0
16,1,62,1,6.0,7232.0,4000.0,40.0,3.0,5.0,1.0,13.0
16,2,44,4,2.0,5212.0,500.0,30.0,6.0,6.0,,3.0
16,1,53,2,5.0,5212.0,500.0,30.0,6.0,6.0,,12.0
16,2,22,2,2.0,5246.0,1320.0,48.0,3.0,6.0,1.0,3.0
16,2,32,4,5.0,5223.0,1320.0,48.0,3.0,4.0,1.0,12.0
16,2,29,4,5.0,5223.0,1320.0,48.0,3.0,4.0,1.0,12.0
16,1,27,4,5.0,5223.0,1320.0,48.0,3.0,4.0,1.0,12.0
16,1,25,4,5.0,5223.0,1320.0,48.0,3.0,4.0,1.0,12.0
16,1,26,4,4.0,5141.0,1320.0,40.0,6.0,10.0,,11.0
16,2,24,2,4.0,5141.0,1320.0,30.0,6.0,10.0,,11.0
16,1,46,4,5.0,3341.0,3200.0,48.0,3.0,5.0,1.0,12.0
16,2,20,4,6.0,2341.0,900.0,20.0,4.0,9.0,2.0,13.0
16,1,27,4,5.0,3131.0,2600.0,44.0,3.0,2.0,1.0,12.0
16,1,25,3,5.0,4226.0,1980.0,44.0,3.0,4.0,1.0,12.0
16,1,23,3,5.0,3113.0,2600.0,44.0,3.0,3.0,1.0,12.0
16,2,50,4,7.0,2351.0,4000.0,44.0,3.0,9.0,1.0,16.0
16,1,28,2,6.0,9629.0,1320.0,44.0,3.0,4.0,1.0,13.0
16,1,34,4,2.0,9411.0,7000.0,72.0,6.0,6.0,,5.0
16,1,30,4,5.0,5142.0,1980.0,45.0,6.0,10.0,,12.0
16,1,56,4,7.0,2411.0,3500.0,44.0,3.0,7.0,1.0,16.0
16,2,35,1,7.0,2161.0,3000.0,40.0,4.0,7.0,2.0,16.0
16,2,55,4,3.0,9111.0,480.0,16.0,1.0,11.0,2.0,9.0
16,1,23,4,4.0,7115.0,800.0,18.0,6.0,3.0,,10.0
16,2,45,4,7.0,2341.0,3600.0,20.0,4.0,9.0,2.0,16.0
16,1,50,4,5.0,4110.0,1980.0,44.0,3.0,2.0,2.0,12.0
16,2,44,2,5.0,5120.0,1320.0,44.0,3.0,6.0,1.0,12.0
16,1,32,4,5.0,7212.0,2640.0,48.0,3.0,4.0,2.0,12.0
16,1,44,4,7.0,2221.0,10000.0,40.0,4.0,8.0,,16.0
16,2,34,2,5.0,5142.0,2000.0,45.0,6.0,10.0,,12.0
16,1,35,4,7.0,5221.0,2000.0,44.0,6.0,4.0,,16.0
