Estado,Gênero,Idade,Cor_Raça,Nível_Educação,Código_Ocupação_TI,Renda_Mensal,Horas_Trabalhadas_Semana,Posição_Ocupacional,Atividade_Principal,Carteira_Assinada,Anos_Estudo
26,1,37,4,5.0,7422,2800.0,25.0,6.0,3.0,,12.0
26,1,39,4,5.0,3113,1800.0,44.0,3.0,7.0,1.0,12.0
26,1,23,4,7.0,3513,1500.0,44.0,3.0,9.0,1.0,16.0
26,2,55,1,7.0,2511,5000.0,30.0,6.0,7.0,,16.0
26,1,27,1,6.0,3512,4000.0,40.0,3.0,7.0,1.0,14.0
26,1,27,4,6.0,7422,500.0,25.0,6.0,10.0,,15.0
26,2,30,4,5.0,3511,2200.0,40.0,3.0,7.0,1.0,12.0
26,1,31,1,7.0,2512,20000.0,40.0,3.0,7.0,1.0,16.0
26,1,36,1,7.0,2511,17500.0,60.0,3.0,7.0,1.0,16.0
26,1,24,1,5.0,7422,1846.0,48.0,3.0,7.0,1.0,12.0
26,2,26,4,5.0,4132,1412.0,30.0,4.0,8.0,2.0,12.0
26,1,43,4,7.0,2166,3800.0,40.0,3.0,7.0,1.0,16.0
26,1,27,1,5.0,7422,2200.0,44.0,3.0,7.0,1.0,12.0
26,1,35,2,7.0,2523,3000.0,30.0,3.0,7.0,1.0,15.0
26,1,47,1,2.0,7422,300.0,25.0,6.0,10.0,,5.0
26,1,69,1,6.0,3513,6000.0,40.0,4.0,7.0,1.0,16.0
26,1,44,4,7.0,2512,11000.0,40.0,3.0,9.0,1.0,16.0
26,1,62,1,5.0,3511,1600.0,44.0,3.0,7.0,1.0,12.0
26,1,32,2,6.0,3513,1800.0,44.0,3.0,7.0,2.0,15.0
26,1,45,2,4.0,7422,3000.0,42.0,6.0,10.0,,10.0
26,2,28,1,7.0,3511,1100.0,30.0,3.0,7.0,2.0,16.0
26,1,37,1,7.0,2511,4500.0,30.0,6.0,7.0,,16.0
26,1,59,2,7.0,2151,7500.0,40.0,6.0,3.0,,16.0
26,1,54,4,7.0,3113,2400.0,30.0,3.0,2.0,1.0,16.0
26,1,29,4,5.0,7422,1700.0,44.0,3.0,7.0,1.0,12.0
26,1,19,1,5.0,7421,1500.0,50.0,3.0,4.0,1.0,12.0
26,1,26,1,6.0,3521,5000.0,40.0,6.0,5.0,,14.0
26,1,47,4,7.0,7421,600.0,30.0,6.0,3.0,,16.0
26,1,33,1,7.0,2511,10000.0,40.0,3.0,7.0,2.0,16.0
26,1,31,4,6.0,3113,3000.0,44.0,3.0,2.0,1.0,16.0
26,1,25,1,5.0,7422,1000.0,30.0,3.0,3.0,2.0,12.0
26,1,36,4,6.0,3511,25000.0,44.0,3.0,7.0,2.0,15.0
26,1,44,4,5.0,3513,2500.0,30.0,3.0,7.0,1.0,12.0
26,2,26,4,6.0,3113,2000.0,40.0,3.0,2.0,1.0,13.0
26,1,36,4,7.0,2151,6000.0,40.0,5.0,7.0,,16.0
26,1,54,1,7.0,2522,4119.0,40.0,3.0,2.0,2.0,16.0
26,1,37,1,7.0,2512,6000.0,44.0,3.0,7.0,1.0,16.0
26,1,24,4,7.0,3521,2800.0,40.0,6.0,3.0,,16.0
26,1,59,1,7.0,3114,3500.0,40.0,3.0,9.0,1.0,16.0
26,1,28,4,7.0,2513,4000.0,40.0,6.0,7.0,,16.0
26,1,34,1,5.0,3113,3001.0,44.0,3.0,7.0,1.0,12.0
26,1,35,4,7.0,2511,6200.0,40.0,3.0,9.0,1.0,16.0
26,2,31,1,7.0,3511,4000.0,40.0,3.0,7.0,1.0,16.0
26,1,31,1,5.0,7422,1412.0,48.0,3.0,7.0,1.0,12.0
26,2,24,4,7.0,2166,2000.0,40.0,3.0,7.0,1.0,14.0
26,1,38,4,2.0,7422,600.0,20.0,3.0,7.0,2.0,8.0
26,1,25,4,7.0,2511,10000.0,50.0,6.0,7.0,,16.0
26,1,21,4,7.0,2512,5000.0,50.0,6.0,7.0,,14.0
26,1,24,1,6.0,3511,5000.0,50.0,3.0,7.0,1.0,16.0
26,1,31,2,5.0,7421,1412.0,48.0,3.0,3.0,2.0,12.0
26,1,38,4,7.0,2151,18000.0,40.0,3.0,2.0,1.0,16.0
26,1,35,1,7.0,3511,12000.0,40.0,3.0,7.0,1.0,16.0
26,1,36,1,7.0,2512,6661.0,40.0,4.0,8.0,1.0,16.0
26,2,44,4,5.0,4132,1412.0,20.0,4.0,9.0,2.0,12.0
26,1,49,1,7.0,1330,10000.0,50.0,3.0,7.0,2.0,16.0
26,1,29,1,7.0,2511,12000.0,40.0,3.0,7.0,1.0,16.0
26,1,45,4,7.0,2151,13500.0,40.0,3.0,2.0,1.0,16.0
26,2,42,4,7.0,2151,13500.0,40.0,3.0,2.0,1.0,16.0
26,1,27,2,4.0,2166,1600.0,44.0,6.0,7.0,,11.0
26,2,36,4,7.0,2523,4150.0,44.0,3.0,7.0,1.0,16.0
26,1,41,1,7.0,2511,4500.0,40.0,3.0,7.0,1.0,16.0
26,1,43,4,5.0,4132,1420.0,40.0,3.0,9.0,1.0,12.0
26,1,25,1,7.0,2512,6000.0,40.0,3.0,7.0,2.0,16.0
26,1,36,4,5.0,7422,3000.0,48.0,6.0,10.0,,12.0
26,1,32,4,7.0,3511,1500.0,40.0,3.0,7.0,1.0,15.0
27,1,23,4,5.0,7422,1500.0,40.0,6.0,10.0,,12.0
27,1,26,4,5.0,3511,3000.0,40.0,3.0,7.0,1.0,12.0
27,1,24,4,6.0,3513,1412.0,40.0,3.0,7.0,1.0,13.0
27,1,66,4,2.0,7422,1000.0,44.0,6.0,10.0,,5.0
27,1,40,4,5.0,7421,1600.0,44.0,6.0,3.0,,12.0
27,2,27,4,6.0,4132,1412.0,30.0,4.0,8.0,2.0,14.0
27,1,37,4,3.0,7422,800.0,84.0,6.0,10.0,,9.0
27,2,26,4,5.0,4132,1412.0,25.0,4.0,8.0,,12.0
27,1,48,1,2.0,3511,1500.0,40.0,6.0,7.0,,1.0
27,1,57,4,5.0,7421,2824.0,66.0,3.0,3.0,1.0,12.0
27,1,30,4,5.0,3513,2000.0,44.0,3.0,5.0,1.0,12.0
27,1,22,1,5.0,3113,2000.0,40.0,3.0,2.0,1.0,12.0
27,2,58,1,5.0,7422,1412.0,40.0,6.0,10.0,,12.0
27,1,58,1,7.0,4131,4300.0,30.0,4.0,8.0,,14.0
27,1,25,1,5.0,3511,1000.0,45.0,3.0,4.0,2.0,12.0
27,1,47,2,5.0,7422,2800.0,45.0,6.0,10.0,,12.0
27,1,33,4,5.0,7422,2500.0,40.0,3.0,7.0,1.0,12.0
27,1,54,4,7.0,7422,3000.0,40.0,6.0,10.0,,16.0
27,1,28,1,5.0,2166,5000.0,40.0,6.0,7.0,,12.0
27,2,31,1,7.0,2166,3000.0,40.0,6.0,7.0,,16.0
27,1,27,2,7.0,2512,3464.0,44.0,3.0,4.0,1.0,16.0
27,1,35,4,5.0,2166,1412.0,40.0,3.0,7.0,1.0,12.0
27,1,26,4,7.0,3114,1925.0,40.0,3.0,4.0,1.0,16.0
27,1,17,4,4.0,7422,800.0,20.0,3.0,7.0,2.0,10.0
27,1,79,1,2.0,7421,800.0,48.0,6.0,10.0,,5.0
27,1,28,4,7.0,3513,400.0,15.0,6.0,7.0,,16.0
27,1,19,1,5.0,7422,1000.0,48.0,3.0,7.0,2.0,12.0
27,2,42,4,6.0,3511,2500.0,40.0,3.0,7.0,2.0,15.0
27,1,21,4,5.0,7422,1412.0,44.0,3.0,7.0,1.0,12.0
27,1,42,4,5.0,3113,3200.0,40.0,3.0,2.0,1.0,12.0
27,1,34,4,7.0,2513,7000.0,44.0,3.0,7.0,1.0,16.0
27,1,28,4,4.0,2166,3000.0,40.0,5.0,7.0,,12.0
27,1,32,4,7.0,3521,4000.0,40.0,3.0,7.0,1.0,16.0
27,1,35,4,7.0,2511,6000.0,40.0,4.0,8.0,,16.0
27,2,31,1,7.0,2512,1412.0,40.0,3.0,7.0,1.0,16.0
27,1,20,4,6.0,3512,1412.0,40.0,3.0,7.0,1.0,13.0
27,1,18,4,5.0,3113,600.0,40.0,3.0,2.0,2.0,12.0
27,1,22,4,2.0,3522,1412.0,44.0,3.0,3.0,1.0,3.0
27,1,26,4,7.0,2511,3000.0,40.0,3.0,7.0,1.0,16.0
27,1,37,4,7.0,1330,7000.0,40.0,3.0,4.0,1.0,16.0
27,1,42,1,7.0,3114,2000.0,40.0,3.0,4.0,1.0,16.0
27,1,42,1,7.0,7422,2000.0,40.0,6.0,10.0,,16.0
27,1,47,1,7.0,2512,15000.0,44.0,4.0,8.0,,16.0
27,2,18,1,6.0,3511,1412.0,40.0,3.0,7.0,1.0,13.0
27,1,62,1,5.0,3511,5000.0,54.0,3.0,4.0,1.0,12.0
27,1,42,1,7.0,2523,6000.0,40.0,6.0,7.0,,16.0
27,1,29,4,7.0,2512,2000.0,30.0,6.0,7.0,,16.0
27,1,32,1,7.0,2512,2000.0,44.0,6.0,7.0,,14.0
27,1,23,1,6.0,3114,2500.0,40.0,3.0,4.0,1.0,14.0
27,1,27,4,5.0,2166,1700.0,44.0,3.0,7.0,1.0,12.0
27,1,46,4,5.0,3113,2500.0,40.0,6.0,3.0,,12.0
27,2,40,4,5.0,7422,1500.0,48.0,3.0,10.0,2.0,12.0
27,1,30,1,7.0,7422,2000.0,44.0,3.0,7.0,1.0,15.0
27,1,59,2,5.0,3511,3400.0,40.0,3.0,7.0,1.0,12.0
27,2,47,4,7.0,2166,800.0,40.0,3.0,7.0,2.0,16.0
27,2,48,4,7.0,2166,1412.0,40.0,6.0,7.0,,16.0
27,1,25,4,4.0,3522,3800.0,44.0,3.0,7.0,1.0,10.0
27,1,19,2,5.0,3521,1000.0,36.0,6.0,4.0,,12.0
27,1,32,4,7.0,2511,2000.0,40.0,3.0,7.0,1.0,15.0
27,2,33,4,5.0,3512,3500.0,40.0,3.0,7.0,1.0,12.0
27,1,33,4,7.0,3113,2824.0,44.0,3.0,3.0,1.0,16.0
27,1,23,4,7.0,3113,2824.0,44.0,3.0,3.0,1.0,16.0
27,1,47,1,2.0,7422,1412.0,48.0,3.0,7.0,1.0,7.0
27,1,34,2,5.0,3513,2000.0,44.0,3.0,7.0,1.0,12.0
27,1,20,4,6.0,3511,800.0,40.0,6.0,7.0,,13.0
27,1,28,1,5.0,7422,1500.0,44.0,3.0,10.0,1.0,12.0
27,1,38,1,2.0,7422,700.0,10.0,6.0,10.0,,6.0
27,1,42,1,7.0,1330,3800.0,44.0,3.0,7.0,1.0,15.0
27,1,36,4,7.0,3521,2000.0,30.0,3.0,7.0,1.0,15.0
27,1,25,1,6.0,7422,1420.0,44.0,6.0,10.0,,13.0
27,1,35,4,7.0,2521,1800.0,20.0,3.0,7.0,2.0,16.0
27,1,59,4,4.0,7422,300.0,54.0,6.0,10.0,,10.0
27,1,53,1,7.0,3513,3000.0,40.0,4.0,8.0,1.0,16.0
27,1,40,4,5.0,3511,3000.0,40.0,6.0,7.0,,12.0
27,1,27,4,7.0,2522,1412.0,48.0,3.0,7.0,1.0,16.0
27,1,58,4,5.0,3511,2000.0,60.0,3.0,2.0,1.0,12.0
27,1,30,4,7.0,2166,1412.0,30.0,6.0,7.0,,16.0
27,1,42,1,7.0,2512,4000.0,44.0,3.0,7.0,1.0,15.0
27,1,45,4,5.0,7422,4000.0,40.0,3.0,7.0,1.0,12.0
27,1,33,4,5.0,2166,5000.0,20.0,6.0,7.0,,12.0
27,1,45,4,2.0,7422,1000.0,44.0,3.0,7.0,2.0,6.0
27,1,38,1,3.0,7421,1500.0,40.0,6.0,10.0,,9.0
27,1,22,2,5.0,7422,850.0,30.0,6.0,10.0,,12.0
27,1,32,4,2.0,7422,1500.0,44.0,6.0,10.0,,8.0
27,1,44,4,3.0,7422,1000.0,25.0,6.0,10.0,,9.0
27,1,20,4,3.0,7422,1500.0,44.0,6.0,7.0,,9.0
27,1,28,1,5.0,7422,1800.0,44.0,3.0,7.0,1.0,12.0
27,1,40,1,7.0,2511,9000.0,44.0,3.0,7.0,1.0,16.0
27,1,37,4,7.0,3513,1760.0,46.0,3.0,7.0,1.0,16.0
28,2,60,4,7.0,4132,1200.0,20.0,6.0,7.0,,15.0
28,1,20,4,5.0,7422,1800.0,45.0,3.0,7.0,2.0,12.0
28,1,22,2,3.0,7422,1412.0,45.0,3.0,7.0,2.0,9.0
28,1,25,1,6.0,3514,3600.0,40.0,3.0,7.0,1.0,15.0
28,1,32,2,5.0,7422,5000.0,35.0,6.0,10.0,,12.0
28,2,22,1,5.0,7422,1412.0,44.0,3.0,10.0,1.0,12.0
28,1,28,4,7.0,3511,21500.0,70.0,3.0,7.0,2.0,16.0
28,1,26,1,4.0,3521,1800.0,20.0,6.0,7.0,,10.0
28,1,27,4,5.0,2166,400.0,33.0,6.0,7.0,,12.0
28,1,51,4,7.0,2514,3500.0,50.0,6.0,9.0,,15.0
28,1,24,4,6.0,3512,2000.0,40.0,3.0,7.0,1.0,14.0
28,1,50,1,5.0,2356,5000.0,40.0,5.0,7.0,,12.0
28,1,24,1,6.0,3511,1250.0,20.0,4.0,8.0,2.0,14.0
28,1,21,4,6.0,3511,1500.0,48.0,3.0,5.0,1.0,14.0
28,1,26,2,5.0,7422,700.0,44.0,6.0,10.0,,12.0
28,1,52,1,7.0,1330,20000.0,40.0,3.0,9.0,1.0,16.0
28,1,51,1,7.0,3513,8000.0,40.0,3.0,9.0,1.0,16.0
28,1,41,1,2.0,7422,1412.0,44.0,3.0,7.0,1.0,8.0
28,1,30,4,2.0,7421,800.0,44.0,6.0,3.0,,6.0
28,1,44,4,7.0,3511,1400.0,40.0,3.0,7.0,2.0,16.0
28,1,25,4,7.0,3514,2200.0,30.0,3.0,9.0,1.0,16.0
28,1,60,4,5.0,3114,1300.0,30.0,6.0,10.0,,12.0
28,1,44,4,6.0,7422,2400.0,40.0,3.0,7.0,1.0,14.0
28,1,37,2,7.0,3513,2000.0,44.0,3.0,3.0,1.0,14.0
28,1,33,2,4.0,3521,1412.0,30.0,6.0,7.0,,12.0
28,1,26,4,7.0,2151,12100.0,40.0,3.0,2.0,1.0,16.0
28,2,52,4,7.0,2511,5000.0,40.0,4.0,5.0,,16.0
28,2,40,4,7.0,2512,11000.0,50.0,3.0,7.0,2.0,16.0
28,2,37,4,7.0,3113,3500.0,50.0,3.0,2.0,1.0,15.0
28,1,24,4,2.0,3514,6000.0,40.0,6.0,7.0,,7.0
28,1,24,1,5.0,7422,1412.0,40.0,3.0,3.0,1.0,12.0
28,1,33,4,4.0,3513,2000.0,44.0,3.0,7.0,1.0,11.0
28,1,26,1,6.0,3114,2500.0,44.0,3.0,10.0,1.0,14.0
28,1,25,4,7.0,3513,2542.0,40.0,3.0,9.0,1.0,16.0
28,1,24,4,5.0,3513,1800.0,44.0,3.0,7.0,1.0,12.0
28,2,30,4,5.0,3521,1800.0,40.0,6.0,2.0,,12.0
28,1,34,1,5.0,3521,2000.0,40.0,6.0,2.0,,12.0
28,1,33,4,7.0,2511,10500.0,40.0,4.0,7.0,,16.0
28,1,45,4,7.0,2166,7500.0,76.0,6.0,7.0,,16.0
28,2,34,1,7.0,2151,3500.0,45.0,3.0,2.0,1.0,16.0
28,2,24,1,6.0,2166,700.0,20.0,3.0,7.0,1.0,13.0
28,1,49,4,5.0,3113,3000.0,40.0,5.0,3.0,,12.0
28,1,35,4,7.0,3511,11000.0,40.0,3.0,7.0,1.0,16.0
28,1,32,4,7.0,3521,2500.0,35.0,6.0,7.0,,16.0
28,1,16,4,4.0,7422,706.0,20.0,3.0,10.0,2.0,10.0
28,1,28,4,7.0,2512,18000.0,40.0,3.0,7.0,1.0,16.0
28,2,23,2,7.0,2356,2000.0,40.0,3.0,9.0,1.0,16.0
28,2,18,1,5.0,3521,200.0,2.0,6.0,9.0,,12.0
28,1,45,2,2.0,2356,3000.0,40.0,5.0,2.0,,5.0
29,1,37,1,7.0,2511,9000.0,40.0,3.0,7.0,1.0,16.0
29,2,38,1,7.0,1330,3500.0,40.0,4.0,8.0,2.0,16.0
29,1,46,4,5.0,7422,1400.0,10.0,6.0,10.0,,12.0
29,1,34,4,5.0,2166,1000.0,78.0,6.0,7.0,,12.0
29,1,37,4,5.0,3511,2800.0,44.0,3.0,7.0,1.0,12.0
29,2,42,4,7.0,1330,6000.0,40.0,4.0,8.0,,16.0
29,1,53,1,7.0,2166,3000.0,44.0,6.0,7.0,,16.0
29,1,52,4,5.0,3113,900.0,48.0,6.0,3.0,,12.0
29,1,40,1,7.0,3113,5000.0,40.0,3.0,2.0,1.0,14.0
29,1,31,4,5.0,3521,3000.0,30.0,6.0,7.0,,12.0
29,2,35,4,7.0,3521,3000.0,30.0,6.0,10.0,,16.0
29,2,32,4,7.0,2511,1412.0,40.0,3.0,7.0,1.0,15.0
29,1,43,1,7.0,2511,13000.0,50.0,6.0,7.0,,16.0
29,1,18,1,5.0,7422,1412.0,45.0,3.0,7.0,2.0,12.0
29,1,24,4,6.0,3511,2000.0,35.0,3.0,7.0,1.0,14.0
29,1,21,1,6.0,2166,1412.0,40.0,3.0,7.0,1.0,13.0
29,1,24,1,6.0,3521,2800.0,44.0,3.0,7.0,1.0,14.0
29,1,27,4,7.0,2512,2300.0,40.0,3.0,7.0,1.0,16.0
29,1,26,1,7.0,2512,2300.0,40.0,3.0,7.0,1.0,16.0
29,1,20,4,3.0,2166,1412.0,44.0,6.0,7.0,,9.0
29,1,25,4,5.0,3511,1412.0,44.0,3.0,4.0,1.0,12.0
29,1,41,1,7.0,2511,22000.0,40.0,3.0,7.0,1.0,16.0
29,1,66,1,6.0,3511,3500.0,40.0,4.0,8.0,,14.0
29,1,47,4,5.0,7422,1412.0,44.0,3.0,7.0,1.0,12.0
29,1,26,1,5.0,3114,2200.0,40.0,3.0,2.0,1.0,12.0
29,1,30,1,7.0,2521,4000.0,40.0,3.0,7.0,1.0,16.0
29,1,25,4,5.0,7422,1412.0,40.0,3.0,10.0,1.0,12.0
29,1,43,1,7.0,3512,1600.0,36.0,3.0,7.0,1.0,16.0
29,1,72,1,5.0,7422,3000.0,44.0,5.0,7.0,,12.0
29,1,53,4,5.0,3513,1000.0,25.0,6.0,7.0,,12.0
29,1,44,4,7.0,2523,5500.0,50.0,6.0,7.0,,14.0
29,1,29,4,5.0,7422,1500.0,40.0,3.0,7.0,1.0,12.0
29,1,46,4,2.0,7421,5000.0,40.0,6.0,10.0,,4.0
29,2,48,4,2.0,7421,3500.0,40.0,6.0,10.0,,6.0
29,1,43,1,6.0,3513,3000.0,44.0,3.0,7.0,2.0,15.0
29,1,21,1,5.0,2356,1000.0,20.0,4.0,9.0,2.0,12.0
29,1,58,4,5.0,3511,5000.0,40.0,4.0,7.0,1.0,13.0
29,1,30,4,5.0,7422,1412.0,40.0,3.0,7.0,1.0,12.0
29,1,26,4,7.0,2166,3000.0,30.0,6.0,7.0,,16.0
29,1,34,1,7.0,3513,4000.0,40.0,3.0,2.0,1.0,16.0
29,1,20,2,4.0,3513,800.0,40.0,3.0,7.0,2.0,11.0
29,1,44,2,7.0,3114,2000.0,40.0,3.0,7.0,1.0,16.0
29,1,43,2,7.0,2166,3000.0,44.0,6.0,7.0,,16.0
29,2,43,2,7.0,2166,2000.0,30.0,6.0,7.0,,16.0
29,1,23,2,6.0,3113,600.0,20.0,3.0,3.0,2.0,15.0
29,1,32,1,5.0,3513,5000.0,40.0,3.0,7.0,2.0,12.0
29,1,40,4,6.0,3514,2800.0,40.0,6.0,7.0,,13.0
29,2,22,1,7.0,2522,2800.0,20.0,4.0,9.0,2.0,16.0
29,1,23,4,7.0,3513,1600.0,40.0,3.0,7.0,1.0,16.0
29,2,36,2,7.0,2166,1800.0,40.0,6.0,7.0,,16.0
29,2,24,2,5.0,3113,1600.0,40.0,3.0,2.0,1.0,12.0
29,1,38,1,5.0,3114,1100.0,40.0,6.0,10.0,,12.0
29,1,43,2,5.0,7422,2000.0,40.0,6.0,10.0,,12.0
29,1,37,4,7.0,3521,4000.0,40.0,3.0,7.0,2.0,16.0
29,1,41,4,5.0,3113,2824.0,40.0,3.0,3.0,1.0,12.0
29,1,25,2,7.0,2511,1900.0,44.0,3.0,9.0,1.0,14.0
29,1,44,4,5.0,7422,1500.0,40.0,3.0,7.0,1.0,12.0
29,1,31,1,7.0,2512,8000.0,40.0,3.0,7.0,1.0,16.0
29,1,29,4,5.0,3113,4500.0,44.0,6.0,7.0,,12.0
29,1,39,2,5.0,7422,1900.0,44.0,3.0,7.0,2.0,12.0
29,1,50,2,3.0,7422,1412.0,44.0,6.0,10.0,,9.0
29,2,44,1,7.0,2151,16000.0,40.0,3.0,2.0,2.0,16.0
29,1,44,1,7.0,2151,16000.0,40.0,3.0,2.0,2.0,16.0
29,1,68,4,7.0,2151,3000.0,40.0,3.0,2.0,2.0,16.0
29,1,20,4,4.0,3513,150.0,20.0,6.0,7.0,,11.0
29,1,35,4,5.0,3511,3430.0,46.0,3.0,2.0,1.0,12.0
29,1,47,2,5.0,3114,3200.0,40.0,3.0,2.0,1.0,13.0
29,1,51,4,7.0,2511,2000.0,30.0,6.0,7.0,,16.0
29,1,50,4,5.0,3113,2000.0,48.0,3.0,2.0,1.0,12.0
29,1,23,1,5.0,3513,1412.0,44.0,3.0,7.0,2.0,12.0
29,1,18,1,5.0,3513,1412.0,44.0,3.0,7.0,2.0,12.0
29,1,48,2,5.0,3513,4000.0,48.0,3.0,7.0,1.0,12.0
29,1,24,4,5.0,7422,1000.0,40.0,6.0,10.0,,12.0
29,1,26,4,6.0,3513,2200.0,44.0,3.0,7.0,1.0,13.0
29,1,27,4,7.0,2511,4000.0,40.0,3.0,7.0,2.0,16.0
29,1,25,1,5.0,7422,1500.0,40.0,3.0,10.0,2.0,12.0
29,2,20,1,5.0,7422,800.0,40.0,3.0,10.0,2.0,12.0
29,1,41,4,7.0,2511,15000.0,40.0,4.0,8.0,,16.0
29,1,45,4,7.0,2151,8000.0,40.0,4.0,8.0,1.0,16.0
29,1,33,1,7.0,7422,1412.0,40.0,3.0,7.0,1.0,16.0
29,1,37,2,7.0,3511,2000.0,40.0,3.0,7.0,1.0,15.0
29,1,26,4,5.0,7422,1420.0,40.0,3.0,9.0,1.0,12.0
29,1,24,4,5.0,3513,1412.0,60.0,3.0,7.0,1.0,12.0
29,1,18,4,4.0,3513,1412.0,44.0,3.0,7.0,1.0,10.0
29,1,46,4,5.0,3114,5000.0,40.0,3.0,2.0,1.0,12.0
29,2,22,2,5.0,7422,500.0,40.0,3.0,10.0,2.0,12.0
29,1,29,3,7.0,3513,2000.0,44.0,3.0,9.0,1.0,15.0
29,1,48,4,7.0,3521,3000.0,48.0,6.0,4.0,,16.0
29,1,46,4,2.0,7422,1800.0,40.0,3.0,7.0,2.0,6.0
29,2,24,1,7.0,3113,2800.0,44.0,3.0,3.0,1.0,16.0
29,1,23,1,6.0,3511,1412.0,40.0,3.0,2.0,1.0,16.0
29,1,25,2,5.0,3521,1500.0,30.0,3.0,10.0,1.0,12.0
29,2,37,4,5.0,3114,420.0,50.0,4.0,8.0,1.0,12.0
29,1,33,1,5.0,3114,2500.0,40.0,3.0,2.0,1.0,12.0
29,1,45,1,5.0,3521,1412.0,40.0,4.0,8.0,,12.0
29,1,38,3,5.0,7422,1412.0,40.0,4.0,8.0,2.0,12.0
29,2,57,4,7.0,2514,3000.0,40.0,5.0,7.0,,16.0
29,1,31,4,7.0,2514,2800.0,40.0,3.0,2.0,1.0,16.0
29,1,31,4,7.0,3114,1600.0,44.0,3.0,10.0,2.0,15.0
29,1,22,1,5.0,7422,2300.0,48.0,3.0,10.0,2.0,12.0
29,1,23,4,6.0,3511,3500.0,40.0,3.0,7.0,1.0,14.0
29,1,37,1,5.0,7422,1412.0,40.0,3.0,7.0,1.0,12.0
29,1,60,1,7.0,3521,5000.0,16.0,6.0,10.0,,16.0
29,2,37,4,7.0,2151,1412.0,40.0,3.0,2.0,1.0,16.0
29,1,33,4,7.0,2511,1412.0,44.0,3.0,2.0,1.0,16.0
29,1,39,2,7.0,2511,4000.0,44.0,3.0,7.0,1.0,16.0
29,1,47,4,5.0,3113,1700.0,44.0,3.0,3.0,1.0,12.0
29,1,43,4,7.0,3513,5000.0,44.0,3.0,7.0,1.0,14.0
29,1,21,4,6.0,2166,450.0,20.0,3.0,7.0,2.0,14.0
29,1,25,2,7.0,2521,9600.0,40.0,3.0,7.0,1.0,16.0
29,1,19,2,4.0,7422,1412.0,40.0,3.0,7.0,1.0,10.0
29,1,29,4,5.0,7422,1000.0,20.0,6.0,10.0,,12.0
31,1,51,4,5.0,3114,7000.0,44.0,3.0,2.0,1.0,12.0
31,1,62,1,5.0,3113,2500.0,60.0,6.0,10.0,,12.0
31,1,35,1,7.0,2151,3500.0,40.0,3.0,7.0,2.0,16.0
31,1,34,4,6.0,3113,9000.0,48.0,3.0,2.0,1.0,14.0
31,1,34,4,5.0,7421,6000.0,44.0,6.0,3.0,,12.0
31,2,35,1,7.0,2511,2500.0,40.0,3.0,7.0,1.0,16.0
31,1,45,1,7.0,2151,7500.0,40.0,3.0,2.0,1.0,16.0
31,1,35,4,5.0,3513,1412.0,36.0,3.0,7.0,1.0,12.0
31,1,26,4,5.0,7422,1500.0,44.0,3.0,10.0,2.0,12.0
31,1,26,4,5.0,7422,0.0,44.0,3.0,3.0,1.0,12.0
31,1,45,2,5.0,3513,4000.0,60.0,3.0,2.0,1.0,12.0
31,1,36,4,2.0,7421,7000.0,44.0,5.0,3.0,,5.0
31,1,32,1,5.0,3513,3000.0,40.0,3.0,7.0,1.0,12.0
31,1,32,4,6.0,3114,1500.0,40.0,3.0,7.0,1.0,13.0
31,1,29,4,5.0,7422,2800.0,48.0,3.0,3.0,2.0,12.0
31,1,43,4,2.0,7422,1750.0,44.0,3.0,7.0,1.0,7.0
31,1,25,1,7.0,2512,4400.0,40.0,3.0,7.0,1.0,16.0
31,1,33,4,5.0,3522,2800.0,44.0,3.0,3.0,1.0,12.0
31,1,27,1,5.0,7422,200.0,20.0,6.0,10.0,,12.0
31,1,45,1,7.0,2511,5000.0,50.0,6.0,7.0,,16.0
31,1,53,1,6.0,3511,9000.0,45.0,3.0,10.0,1.0,16.0
31,1,50,1,7.0,7422,3900.0,40.0,3.0,9.0,2.0,14.0
31,1,46,1,7.0,1330,8000.0,50.0,3.0,7.0,1.0,16.0
31,1,21,1,5.0,7422,1000.0,40.0,6.0,10.0,,12.0
31,1,23,4,6.0,2166,2000.0,40.0,6.0,7.0,,15.0
31,1,23,4,3.0,3521,1200.0,75.0,3.0,2.0,2.0,9.0
31,1,45,1,7.0,2511,11500.0,44.0,3.0,7.0,1.0,16.0
31,1,42,4,5.0,7422,1700.0,44.0,3.0,7.0,1.0,12.0
31,1,30,4,5.0,7422,1412.0,8.0,6.0,10.0,,12.0
31,1,43,4,2.0,3513,2000.0,44.0,3.0,2.0,1.0,5.0
31,1,34,1,7.0,3511,3000.0,40.0,6.0,7.0,,16.0
31,1,43,4,7.0,3113,4000.0,44.0,3.0,2.0,1.0,14.0
31,2,30,1,7.0,3513,4000.0,40.0,6.0,7.0,,16.0
31,1,36,1,5.0,3513,4000.0,40.0,3.0,3.0,1.0,12.0
31,1,25,2,6.0,3113,4000.0,40.0,3.0,7.0,1.0,15.0
31,1,20,1,6.0,3113,4000.0,40.0,3.0,7.0,1.0,13.0
31,1,33,1,5.0,2166,2500.0,30.0,6.0,7.0,,12.0
31,1,24,4,5.0,7422,3000.0,44.0,3.0,7.0,1.0,12.0
31,1,23,1,7.0,2521,2300.0,40.0,3.0,7.0,2.0,16.0
31,1,27,4,7.0,2511,3800.0,40.0,3.0,7.0,1.0,16.0
31,1,24,4,2.0,7422,4000.0,40.0,6.0,10.0,,8.0
