Estado,Gênero,Idade,Cor_Raça,Nível_Educação,Código_Ocupação_TI,Renda_Mensal,Horas_Trabalhadas_Semana,Posição_Ocupacional,Atividade_Principal,Carteira_Assinada,Anos_Estudo
50,1,33,2,6.0,7422,5000.0,44.0,3.0,7.0,1.0,16.0
50,1,60,4,4.0,3513,4000.0,40.0,4.0,8.0,,11.0
50,2,19,4,6.0,3511,800.0,20.0,4.0,9.0,2.0,13.0
50,1,61,1,5.0,7422,1320.0,48.0,6.0,10.0,,12.0
50,1,40,4,6.0,3511,5500.0,44.0,3.0,9.0,1.0,13.0
50,1,23,3,6.0,2166,3000.0,50.0,6.0,7.0,,13.0
50,1,31,4,7.0,2511,9000.0,40.0,3.0,7.0,1.0,16.0
50,1,25,4,7.0,3522,1500.0,44.0,3.0,7.0,1.0,14.0
50,1,30,1,7.0,3511,,25.0,3.0,7.0,2.0,16.0
50,1,28,1,5.0,3113,2000.0,40.0,3.0,3.0,1.0,12.0
50,1,18,1,5.0,3513,500.0,20.0,3.0,7.0,2.0,12.0
50,1,43,1,5.0,7422,5200.0,44.0,5.0,10.0,,13.0
50,2,44,1,6.0,7422,5200.0,44.0,5.0,10.0,,14.0
50,1,33,4,3.0,7422,1412.0,48.0,3.0,7.0,2.0,9.0
50,1,18,4,5.0,7422,1000.0,44.0,6.0,10.0,,12.0
50,1,41,4,7.0,7422,10800.0,45.0,5.0,10.0,,16.0
50,1,38,1,6.0,3114,10000.0,44.0,3.0,2.0,1.0,16.0
50,1,28,1,5.0,7422,1600.0,44.0,3.0,7.0,1.0,13.0
50,1,35,2,7.0,2512,5000.0,50.0,6.0,7.0,,16.0
50,1,26,4,7.0,1330,4200.0,48.0,3.0,9.0,1.0,15.0
50,1,32,1,5.0,7422,3000.0,44.0,3.0,7.0,1.0,12.0
50,2,47,1,5.0,4132,1450.0,30.0,3.0,7.0,1.0,12.0
50,2,30,1,7.0,4132,1450.0,30.0,3.0,7.0,1.0,15.0
50,1,53,1,5.0,3521,3000.0,44.0,6.0,7.0,,12.0
50,1,34,4,5.0,7422,2200.0,46.0,3.0,7.0,1.0,12.0
50,1,25,1,5.0,7422,2300.0,44.0,3.0,7.0,1.0,12.0
50,1,21,1,5.0,7422,1500.0,30.0,3.0,7.0,1.0,12.0
50,1,29,4,7.0,2514,6000.0,40.0,3.0,7.0,1.0,16.0
50,1,28,1,7.0,2511,19768.0,40.0,3.0,7.0,1.0,16.0
50,1,39,4,5.0,7421,8000.0,44.0,5.0,3.0,,12.0
50,1,41,1,7.0,7422,1500.0,40.0,6.0,10.0,,16.0
50,1,19,4,6.0,2166,3000.0,40.0,3.0,7.0,1.0,14.0
50,1,25,4,6.0,3511,7400.0,40.0,3.0,7.0,1.0,14.0
50,1,19,1,5.0,3513,1412.0,40.0,3.0,10.0,1.0,12.0
50,2,38,1,5.0,2356,2250.0,20.0,4.0,9.0,,12.0
50,1,67,1,6.0,7421,5000.0,60.0,5.0,10.0,,15.0
50,1,43,4,5.0,3114,4000.0,60.0,6.0,10.0,,12.0
50,1,15,4,2.0,7421,,20.0,7.0,10.0,,6.0
50,1,15,4,2.0,7421,,20.0,7.0,10.0,,6.0
51,1,25,1,6.0,3521,2000.0,40.0,3.0,7.0,2.0,15.0
51,1,58,1,7.0,3513,16450.0,46.0,4.0,7.0,2.0,16.0
51,1,23,4,5.0,3114,1650.0,44.0,3.0,10.0,1.0,13.0
51,1,21,2,5.0,3513,2000.0,40.0,3.0,7.0,1.0,12.0
51,1,25,1,5.0,3513,3900.0,44.0,3.0,7.0,1.0,12.0
51,2,28,4,7.0,2151,6200.0,44.0,3.0,2.0,1.0,16.0
51,1,26,4,3.0,7422,1412.0,44.0,3.0,7.0,2.0,9.0
51,1,21,4,5.0,2356,500.0,35.0,3.0,9.0,1.0,12.0
51,1,50,1,5.0,3113,4300.0,44.0,3.0,2.0,1.0,12.0
51,1,36,2,7.0,3513,4000.0,40.0,3.0,7.0,1.0,16.0
51,1,30,4,7.0,3113,5000.0,44.0,3.0,3.0,1.0,14.0
51,1,42,1,7.0,2512,7000.0,40.0,4.0,8.0,,16.0
51,1,48,2,3.0,7421,2500.0,44.0,6.0,10.0,,9.0
51,1,26,4,5.0,3114,2500.0,44.0,6.0,10.0,,12.0
51,1,35,4,3.0,7422,600.0,18.0,6.0,10.0,,9.0
51,1,37,1,6.0,3513,9000.0,44.0,3.0,7.0,1.0,16.0
51,1,33,4,7.0,3522,7000.0,40.0,3.0,7.0,1.0,16.0
51,2,25,1,5.0,4132,3000.0,44.0,3.0,4.0,1.0,12.0
51,1,32,1,5.0,3521,2500.0,40.0,4.0,8.0,,12.0
51,1,31,1,7.0,2511,13000.0,48.0,3.0,7.0,1.0,16.0
51,1,43,4,7.0,2522,15000.0,44.0,3.0,4.0,1.0,15.0
51,1,44,4,5.0,3513,2800.0,40.0,3.0,5.0,1.0,12.0
51,1,31,4,6.0,3113,4000.0,45.0,3.0,3.0,1.0,13.0
51,1,37,4,7.0,3513,2000.0,40.0,6.0,7.0,,16.0
51,2,43,4,7.0,3513,4000.0,40.0,3.0,8.0,1.0,16.0
51,1,43,4,5.0,3113,3500.0,40.0,3.0,2.0,1.0,12.0
51,1,28,2,3.0,3513,4942.0,44.0,3.0,7.0,1.0,9.0
51,1,66,2,5.0,3113,3200.0,40.0,3.0,2.0,1.0,12.0
51,1,44,4,7.0,2522,1920.0,40.0,4.0,8.0,1.0,14.0
51,1,32,2,5.0,3113,300.0,40.0,3.0,3.0,1.0,12.0
51,1,47,1,7.0,2151,30000.0,40.0,3.0,2.0,1.0,16.0
51,1,25,4,5.0,3113,2500.0,40.0,3.0,7.0,1.0,12.0
51,1,21,1,5.0,3113,10000.0,44.0,3.0,4.0,1.0,12.0
51,2,34,1,5.0,3513,2000.0,40.0,3.0,9.0,1.0,12.0
51,1,23,4,6.0,3513,2000.0,40.0,3.0,10.0,1.0,13.0
51,1,28,1,7.0,3113,4000.0,50.0,5.0,3.0,,16.0
51,1,38,4,6.0,3114,5000.0,40.0,3.0,7.0,1.0,14.0
51,1,29,1,6.0,3513,7000.0,44.0,6.0,7.0,,14.0
51,1,27,4,6.0,3511,5100.0,50.0,3.0,7.0,1.0,14.0
51,1,42,1,7.0,2514,20000.0,60.0,6.0,7.0,,16.0
51,1,23,4,3.0,7422,4000.0,44.0,3.0,7.0,1.0,9.0
51,1,36,2,6.0,2166,1320.0,40.0,3.0,7.0,1.0,14.0
51,1,22,4,2.0,3513,2700.0,45.0,3.0,7.0,1.0,4.0
51,1,40,4,7.0,3513,10000.0,40.0,3.0,4.0,1.0,16.0
51,1,52,4,5.0,3513,4000.0,40.0,3.0,4.0,1.0,12.0
51,1,24,1,7.0,3521,550.0,30.0,6.0,7.0,,16.0
51,2,41,1,7.0,7422,2800.0,40.0,3.0,7.0,2.0,16.0
51,1,44,4,5.0,7422,2800.0,40.0,3.0,7.0,2.0,12.0
51,1,46,2,5.0,3114,4000.0,48.0,5.0,10.0,,12.0
51,1,18,2,4.0,7421,1500.0,48.0,3.0,10.0,2.0,11.0
51,1,38,1,7.0,7421,9500.0,120.0,6.0,10.0,,16.0
51,1,53,1,5.0,3522,20000.0,30.0,6.0,7.0,,12.0
51,1,36,1,5.0,7422,3000.0,44.0,6.0,10.0,,12.0
51,1,40,4,5.0,7422,1300.0,44.0,6.0,10.0,,12.0
51,1,57,4,5.0,3511,3000.0,40.0,6.0,7.0,,12.0
51,1,43,1,5.0,7422,3000.0,44.0,3.0,7.0,1.0,12.0
51,1,25,4,7.0,3513,2300.0,40.0,3.0,7.0,1.0,14.0
51,1,39,1,4.0,7422,4000.0,64.0,3.0,10.0,2.0,12.0
51,1,30,2,7.0,3114,2000.0,44.0,3.0,10.0,2.0,16.0
51,1,28,2,5.0,3113,3000.0,40.0,3.0,3.0,1.0,12.0
51,2,40,4,5.0,4132,1549.0,44.0,3.0,5.0,1.0,12.0
51,1,22,4,5.0,7422,3000.0,40.0,3.0,7.0,1.0,12.0
51,1,34,4,5.0,3113,2500.0,40.0,3.0,3.0,1.0,12.0
51,1,48,4,7.0,3513,8000.0,44.0,6.0,7.0,,16.0
51,2,23,1,6.0,3513,1420.0,20.0,3.0,7.0,2.0,16.0
51,1,40,1,7.0,2511,900.0,60.0,3.0,3.0,1.0,16.0
51,1,25,1,7.0,2511,6000.0,40.0,3.0,4.0,1.0,16.0
51,1,49,1,7.0,2514,10000.0,48.0,6.0,5.0,,16.0
51,1,25,4,7.0,2151,6500.0,40.0,4.0,8.0,,16.0
51,1,39,4,7.0,3113,20000.0,40.0,3.0,2.0,1.0,16.0
51,1,41,2,7.0,3113,2000.0,40.0,3.0,2.0,1.0,16.0
51,1,35,1,7.0,2151,20000.0,48.0,6.0,3.0,,16.0
51,1,39,4,5.0,3114,7500.0,48.0,3.0,2.0,1.0,12.0
51,1,20,4,5.0,7422,2000.0,40.0,3.0,7.0,2.0,12.0
51,1,46,1,6.0,3513,10000.0,44.0,3.0,7.0,1.0,15.0
51,1,18,4,4.0,3513,1412.0,40.0,3.0,7.0,1.0,11.0
51,2,41,1,7.0,2514,500.0,30.0,6.0,9.0,,16.0
51,1,53,1,7.0,2514,10000.0,48.0,6.0,7.0,,16.0
51,1,41,1,5.0,3521,3000.0,40.0,3.0,7.0,1.0,12.0
51,1,41,1,7.0,7422,10000.0,40.0,4.0,8.0,2.0,16.0
51,1,19,4,5.0,3113,1800.0,40.0,3.0,2.0,1.0,12.0
51,1,27,4,5.0,3511,3000.0,40.0,3.0,2.0,1.0,12.0
51,1,25,2,6.0,3511,2000.0,30.0,3.0,7.0,1.0,14.0
51,1,48,1,7.0,7421,2800.0,20.0,6.0,3.0,,16.0
51,1,57,4,2.0,7421,4500.0,44.0,6.0,10.0,,6.0
51,1,31,4,5.0,3511,3800.0,44.0,3.0,7.0,1.0,12.0
51,1,72,1,7.0,3113,4236.0,30.0,4.0,8.0,,16.0
51,1,23,4,6.0,3513,0.0,44.0,3.0,7.0,1.0,14.0
51,1,36,1,7.0,2151,6000.0,48.0,6.0,2.0,,16.0
52,1,32,1,7.0,3512,4000.0,40.0,3.0,7.0,1.0,16.0
52,1,36,4,7.0,2511,4500.0,40.0,4.0,8.0,,16.0
52,1,26,1,6.0,3113,3000.0,44.0,3.0,2.0,1.0,14.0
52,1,27,4,5.0,2166,1000.0,30.0,6.0,7.0,,12.0
52,1,41,4,5.0,3114,4000.0,40.0,6.0,10.0,,12.0
52,2,22,4,7.0,2511,4200.0,50.0,3.0,1.0,1.0,16.0
52,1,33,1,7.0,2511,3000.0,40.0,3.0,7.0,1.0,16.0
52,1,55,4,7.0,3513,7000.0,40.0,4.0,8.0,,16.0
52,1,26,2,6.0,7422,7000.0,40.0,6.0,10.0,,16.0
52,2,23,4,7.0,7422,6800.0,40.0,6.0,10.0,,16.0
52,1,47,4,7.0,7422,3000.0,40.0,6.0,10.0,,16.0
52,1,37,4,7.0,3511,8500.0,40.0,6.0,7.0,,16.0
52,2,35,1,7.0,3512,9000.0,40.0,3.0,7.0,1.0,16.0
52,1,35,4,7.0,2511,4500.0,40.0,3.0,4.0,1.0,16.0
52,2,35,1,5.0,2166,2000.0,20.0,6.0,7.0,,12.0
52,1,26,1,5.0,7422,3200.0,44.0,3.0,7.0,1.0,12.0
52,1,43,4,5.0,3511,6000.0,40.0,3.0,7.0,2.0,12.0
52,1,52,4,2.0,7422,2500.0,44.0,3.0,7.0,2.0,1.0
52,1,50,1,6.0,3511,5000.0,20.0,6.0,7.0,,15.0
52,1,27,1,7.0,2512,4000.0,40.0,3.0,7.0,1.0,16.0
52,1,39,4,7.0,2511,3700.0,40.0,4.0,8.0,,16.0
52,1,48,1,7.0,2511,15000.0,40.0,4.0,8.0,,16.0
52,1,44,1,7.0,3522,6000.0,44.0,3.0,7.0,1.0,16.0
52,1,23,1,6.0,3511,1412.0,25.0,4.0,8.0,2.0,14.0
52,1,34,1,7.0,2512,30000.0,44.0,3.0,7.0,1.0,16.0
52,2,30,1,7.0,2521,1400.0,20.0,3.0,9.0,2.0,16.0
52,1,28,4,6.0,3113,1320.0,30.0,3.0,3.0,1.0,15.0
52,1,23,1,7.0,3114,1600.0,40.0,3.0,4.0,1.0,14.0
52,1,31,1,7.0,2514,1800.0,40.0,3.0,7.0,1.0,15.0
52,1,38,4,2.0,7421,1000.0,30.0,6.0,3.0,,6.0
52,1,29,4,7.0,3113,10000.0,60.0,3.0,5.0,2.0,16.0
52,1,57,4,5.0,3113,5000.0,50.0,3.0,7.0,2.0,12.0
52,1,37,1,7.0,3513,2640.0,40.0,3.0,1.0,1.0,16.0
52,1,35,1,7.0,2166,700.0,30.0,6.0,7.0,,16.0
52,1,25,1,6.0,3511,1500.0,30.0,3.0,7.0,2.0,15.0
52,1,21,4,6.0,3114,3400.0,40.0,3.0,10.0,1.0,15.0
52,1,53,1,3.0,7422,2000.0,40.0,6.0,3.0,,9.0
52,1,29,2,5.0,3511,2800.0,30.0,6.0,7.0,,12.0
52,1,26,1,5.0,3513,3000.0,44.0,3.0,4.0,1.0,12.0
52,1,34,1,5.0,3513,2000.0,40.0,3.0,2.0,1.0,12.0
52,1,58,4,5.0,3113,3000.0,48.0,3.0,4.0,1.0,12.0
52,1,29,1,7.0,2511,6600.0,44.0,3.0,7.0,1.0,16.0
52,1,18,1,4.0,3521,1412.0,40.0,3.0,7.0,1.0,11.0
52,2,25,4,7.0,2522,2600.0,44.0,3.0,7.0,1.0,16.0
52,1,57,1,4.0,7421,1800.0,40.0,4.0,8.0,,11.0
52,1,37,4,5.0,3113,3000.0,44.0,3.0,2.0,1.0,12.0
52,1,27,4,4.0,3513,4400.0,50.0,3.0,7.0,1.0,11.0
52,1,29,4,7.0,2511,5250.0,40.0,3.0,7.0,1.0,16.0
52,1,34,4,7.0,3511,1600.0,35.0,3.0,7.0,2.0,16.0
52,1,28,4,6.0,7422,1700.0,44.0,3.0,4.0,1.0,15.0
52,1,35,1,5.0,3114,10000.0,44.0,3.0,7.0,1.0,12.0
52,1,41,1,7.0,2511,4000.0,44.0,3.0,7.0,1.0,14.0
52,1,52,4,5.0,3114,1500.0,40.0,6.0,10.0,,12.0
52,1,24,4,6.0,2166,600.0,20.0,3.0,7.0,2.0,13.0
52,2,37,1,4.0,7422,0.0,5.0,6.0,10.0,,11.0
52,1,20,4,5.0,7422,1412.0,44.0,3.0,7.0,1.0,12.0
52,1,26,1,5.0,7422,850.0,20.0,6.0,10.0,,12.0
52,1,47,4,5.0,3522,2400.0,40.0,3.0,4.0,1.0,12.0
52,2,37,4,7.0,2511,7000.0,40.0,3.0,7.0,1.0,16.0
52,1,30,2,7.0,2511,8500.0,40.0,3.0,7.0,1.0,16.0
52,1,20,4,5.0,3514,2850.0,44.0,3.0,7.0,1.0,12.0
52,1,44,2,5.0,7422,600.0,40.0,6.0,10.0,,12.0
52,1,18,4,5.0,7422,3200.0,40.0,3.0,4.0,1.0,12.0
52,1,36,1,7.0,3512,5200.0,48.0,3.0,4.0,1.0,16.0
52,1,32,1,7.0,7421,2500.0,40.0,6.0,3.0,,15.0
52,1,44,4,6.0,3513,2800.0,60.0,6.0,7.0,,13.0
52,1,34,4,5.0,7422,2100.0,40.0,3.0,7.0,1.0,12.0
52,1,27,4,7.0,3513,3000.0,40.0,3.0,7.0,1.0,15.0
52,1,42,1,5.0,7422,5000.0,55.0,5.0,10.0,,12.0
52,1,24,2,5.0,3512,1700.0,48.0,3.0,7.0,1.0,12.0
52,1,23,4,5.0,7422,2200.0,44.0,3.0,7.0,1.0,12.0
52,1,33,4,7.0,2511,4500.0,48.0,3.0,7.0,1.0,16.0
52,1,35,4,7.0,2151,3000.0,50.0,5.0,3.0,,16.0
52,2,33,4,7.0,2511,8000.0,44.0,3.0,2.0,1.0,16.0
52,1,56,1,7.0,3114,5000.0,40.0,3.0,7.0,1.0,16.0
52,1,53,1,5.0,7422,3000.0,40.0,6.0,10.0,,13.0
52,1,36,1,6.0,2166,0.0,70.0,6.0,7.0,,14.0
52,1,41,1,7.0,2522,5543.0,45.0,3.0,7.0,1.0,15.0
52,1,24,4,6.0,3114,2800.0,40.0,3.0,10.0,1.0,13.0
52,1,25,1,7.0,3513,2000.0,40.0,3.0,7.0,1.0,16.0
52,1,46,4,7.0,2512,5000.0,10.0,6.0,7.0,,16.0
52,1,38,4,7.0,3114,3000.0,40.0,3.0,2.0,1.0,16.0
52,1,57,4,5.0,2166,6000.0,40.0,6.0,7.0,,12.0
52,1,37,1,7.0,2511,7500.0,40.0,4.0,8.0,,16.0
52,1,32,4,7.0,2513,2000.0,60.0,3.0,7.0,2.0,16.0
52,1,38,1,5.0,7422,1800.0,40.0,3.0,7.0,1.0,12.0
52,1,20,1,2.0,7422,1420.0,40.0,3.0,7.0,1.0,7.0
52,1,53,1,7.0,2151,15000.0,40.0,4.0,8.0,,16.0
52,1,37,4,5.0,2166,4000.0,50.0,5.0,7.0,,12.0
52,1,26,4,7.0,2166,2500.0,40.0,3.0,7.0,1.0,16.0
52,1,18,4,5.0,3513,1800.0,44.0,3.0,7.0,2.0,12.0
52,1,18,4,5.0,3511,700.0,20.0,3.0,7.0,2.0,12.0
52,1,43,4,5.0,7421,3400.0,44.0,3.0,3.0,1.0,12.0
52,1,21,1,7.0,2512,7000.0,40.0,3.0,7.0,1.0,16.0
52,1,26,1,5.0,3512,1320.0,40.0,3.0,4.0,1.0,12.0
52,1,44,4,5.0,3513,2500.0,40.0,3.0,7.0,1.0,12.0
52,1,57,2,4.0,7421,3000.0,44.0,3.0,3.0,1.0,10.0
52,1,55,1,7.0,2511,30000.0,40.0,6.0,7.0,,16.0
52,1,37,4,7.0,2166,10000.0,30.0,6.0,7.0,,16.0
52,1,19,4,6.0,3511,707.0,22.0,3.0,7.0,2.0,13.0
52,1,63,1,7.0,2151,12000.0,40.0,4.0,8.0,1.0,16.0
52,1,32,4,7.0,2511,2500.0,40.0,3.0,4.0,1.0,16.0
52,1,38,1,7.0,2511,50000.0,50.0,6.0,7.0,,16.0
52,1,42,1,5.0,3114,1412.0,40.0,3.0,7.0,2.0,12.0
52,1,60,4,5.0,3114,5000.0,44.0,3.0,2.0,1.0,12.0
52,1,53,1,7.0,2511,1480.0,40.0,3.0,7.0,2.0,16.0
52,2,27,4,7.0,2151,5300.0,44.0,3.0,7.0,1.0,16.0
52,1,39,4,6.0,3513,1412.0,44.0,3.0,7.0,2.0,14.0
52,1,28,1,6.0,2356,1412.0,40.0,6.0,9.0,,14.0
52,1,21,1,5.0,2166,2000.0,40.0,6.0,7.0,,12.0
52,1,29,4,5.0,2166,3850.0,60.0,3.0,7.0,2.0,12.0
52,1,46,1,7.0,1330,18620.0,40.0,4.0,8.0,,16.0
52,1,45,1,7.0,2511,5000.0,40.0,3.0,4.0,1.0,16.0
52,2,31,1,7.0,2511,9000.0,40.0,3.0,4.0,2.0,16.0
52,1,23,4,7.0,3113,6000.0,50.0,3.0,4.0,1.0,16.0
52,2,29,4,6.0,7422,2000.0,44.0,6.0,10.0,,14.0
52,1,35,4,5.0,7422,3000.0,44.0,6.0,10.0,,12.0
52,1,29,1,7.0,2511,10500.0,40.0,3.0,10.0,1.0,16.0
52,1,30,2,6.0,2166,7000.0,40.0,3.0,7.0,1.0,13.0
52,1,30,2,5.0,3113,5600.0,40.0,3.0,4.0,1.0,12.0
52,1,42,2,5.0,3513,3478.0,40.0,4.0,8.0,1.0,12.0
52,1,34,1,7.0,2511,13100.0,70.0,3.0,7.0,1.0,16.0
52,1,32,1,7.0,2166,3600.0,36.0,3.0,7.0,2.0,15.0
52,1,27,1,7.0,3114,5000.0,40.0,3.0,2.0,1.0,16.0
52,1,41,1,7.0,2511,3500.0,44.0,3.0,7.0,1.0,16.0
52,1,40,1,7.0,2511,10000.0,36.0,4.0,8.0,,16.0
52,1,35,4,5.0,3113,3500.0,40.0,3.0,3.0,1.0,12.0
52,2,46,1,7.0,3113,3960.0,40.0,3.0,7.0,1.0,16.0
52,1,31,1,5.0,7422,1412.0,40.0,3.0,7.0,1.0,12.0
52,1,25,4,7.0,3113,4000.0,44.0,3.0,7.0,1.0,14.0
52,1,26,4,7.0,3114,3000.0,40.0,3.0,4.0,1.0,16.0
52,1,53,1,7.0,2511,3000.0,40.0,5.0,7.0,,16.0
52,1,51,1,7.0,2511,9000.0,40.0,3.0,7.0,1.0,16.0
52,1,39,4,7.0,2512,8500.0,40.0,3.0,7.0,1.0,16.0
52,1,23,1,5.0,7422,2500.0,44.0,3.0,10.0,1.0,12.0
52,1,38,4,5.0,3512,5500.0,44.0,6.0,7.0,,12.0
52,1,26,4,7.0,2522,3500.0,48.0,3.0,10.0,1.0,16.0
52,1,30,4,6.0,7421,3000.0,40.0,6.0,10.0,,13.0
52,1,27,4,6.0,3513,8500.0,80.0,3.0,7.0,1.0,13.0
52,1,23,2,6.0,3113,2000.0,20.0,3.0,2.0,2.0,16.0
52,1,21,4,6.0,3113,1350.0,44.0,3.0,10.0,1.0,14.0
52,1,26,4,7.0,4132,2500.0,40.0,4.0,8.0,2.0,16.0
52,1,32,4,7.0,3114,7000.0,48.0,3.0,2.0,1.0,16.0
52,1,30,1,7.0,2511,5000.0,40.0,3.0,7.0,1.0,14.0
53,1,25,4,6.0,3513,3000.0,44.0,3.0,3.0,2.0,15.0
53,1,41,1,7.0,3511,15000.0,40.0,3.0,7.0,1.0,16.0
53,1,36,4,6.0,3521,10200.0,30.0,3.0,7.0,1.0,14.0
53,1,21,1,5.0,3511,0.0,20.0,3.0,7.0,2.0,12.0
53,2,20,4,5.0,2166,1700.0,40.0,3.0,7.0,1.0,12.0
53,1,42,4,5.0,3521,2500.0,40.0,3.0,7.0,2.0,12.0
53,1,36,1,7.0,2521,12000.0,40.0,4.0,8.0,,16.0
53,2,18,4,6.0,3511,1200.0,20.0,3.0,7.0,2.0,13.0
53,1,59,1,7.0,2511,30000.0,35.0,4.0,8.0,,16.0
53,1,48,1,5.0,3521,4000.0,40.0,3.0,7.0,1.0,12.0
53,1,36,1,5.0,3113,6000.0,40.0,3.0,2.0,1.0,12.0
53,2,33,4,5.0,3511,4000.0,40.0,3.0,7.0,1.0,12.0
53,1,24,4,7.0,3511,1900.0,30.0,3.0,7.0,2.0,16.0
53,1,24,1,5.0,3511,4000.0,40.0,3.0,7.0,1.0,12.0
53,1,26,4,6.0,3512,5000.0,44.0,3.0,7.0,1.0,13.0
53,1,61,1,7.0,2511,45000.0,40.0,4.0,8.0,,16.0
53,1,52,1,7.0,1330,20000.0,40.0,3.0,7.0,1.0,16.0
53,1,46,4,7.0,3513,3200.0,44.0,3.0,9.0,1.0,16.0
53,1,34,4,7.0,3513,9000.0,40.0,4.0,8.0,,16.0
53,1,27,1,6.0,3511,3500.0,40.0,3.0,7.0,1.0,15.0
53,1,42,1,7.0,2512,1500.0,50.0,6.0,7.0,,14.0
53,1,64,2,5.0,3521,2000.0,40.0,6.0,7.0,,12.0
53,1,39,1,7.0,3511,20000.0,30.0,4.0,7.0,1.0,16.0
53,2,51,1,7.0,2511,16500.0,40.0,4.0,7.0,,16.0
53,1,26,2,7.0,2512,8000.0,40.0,3.0,7.0,1.0,16.0
53,1,31,4,5.0,1330,3000.0,40.0,3.0,2.0,2.0,12.0
53,1,43,4,7.0,2523,9500.0,70.0,6.0,7.0,,14.0
53,2,30,4,5.0,3511,3800.0,48.0,3.0,7.0,1.0,12.0
53,1,41,1,7.0,3513,4000.0,40.0,6.0,7.0,,15.0
53,1,23,4,6.0,3513,2500.0,44.0,3.0,7.0,1.0,13.0
53,1,38,4,7.0,2521,21000.0,30.0,3.0,7.0,1.0,16.0
53,2,46,1,7.0,2521,11000.0,44.0,3.0,7.0,1.0,16.0
53,1,70,1,7.0,2151,22000.0,40.0,4.0,8.0,,16.0
53,1,29,1,7.0,2512,15000.0,40.0,3.0,7.0,1.0,16.0
53,1,43,4,7.0,2511,35000.0,40.0,3.0,7.0,1.0,16.0
53,1,28,1,7.0,3512,3000.0,40.0,3.0,7.0,1.0,16.0
53,1,28,2,7.0,2511,3500.0,40.0,3.0,7.0,1.0,16.0
53,1,29,1,7.0,2511,4300.0,40.0,3.0,7.0,1.0,16.0
53,1,44,3,7.0,2511,12000.0,40.0,3.0,7.0,1.0,14.0
53,1,34,2,6.0,3113,0.0,40.0,6.0,3.0,,13.0
53,1,37,1,7.0,2521,22000.0,40.0,3.0,7.0,1.0,16.0
53,1,59,1,7.0,2511,15000.0,40.0,4.0,5.0,1.0,16.0
53,1,46,1,7.0,2512,25000.0,45.0,3.0,7.0,2.0,16.0
53,1,47,1,7.0,2511,18000.0,44.0,3.0,7.0,1.0,16.0
53,1,69,1,7.0,2511,7000.0,35.0,4.0,7.0,1.0,16.0
53,1,28,4,6.0,3511,8500.0,40.0,3.0,7.0,1.0,15.0
53,1,29,1,7.0,7422,1412.0,25.0,6.0,10.0,,16.0
53,1,25,4,7.0,2166,1412.0,20.0,6.0,7.0,,14.0
53,1,37,1,5.0,3514,2500.0,40.0,3.0,7.0,1.0,12.0
53,2,27,4,7.0,2151,8000.0,40.0,3.0,2.0,1.0,16.0
53,1,21,4,6.0,3511,2000.0,36.0,3.0,7.0,2.0,15.0
53,1,49,1,7.0,1330,18000.0,44.0,4.0,7.0,1.0,16.0
53,1,46,4,5.0,3513,750.0,20.0,3.0,7.0,2.0,12.0
53,1,20,3,6.0,3513,1800.0,44.0,3.0,7.0,1.0,13.0
53,2,32,1,7.0,2151,28910.0,40.0,4.0,8.0,,16.0
53,2,36,1,7.0,2151,26480.0,40.0,4.0,8.0,,16.0
53,1,28,4,7.0,2511,2700.0,40.0,3.0,7.0,1.0,16.0
53,1,29,4,7.0,7422,0.0,44.0,3.0,7.0,1.0,16.0
53,1,39,1,7.0,2511,8000.0,40.0,4.0,8.0,,16.0
53,1,41,1,7.0,3512,10000.0,40.0,4.0,8.0,,16.0
53,1,37,4,7.0,2511,15000.0,40.0,4.0,7.0,1.0,16.0
53,2,25,4,7.0,2511,3000.0,40.0,3.0,5.0,1.0,15.0
53,1,45,1,7.0,1330,1412.0,40.0,3.0,7.0,2.0,16.0
53,1,25,1,7.0,2511,5000.0,40.0,3.0,7.0,1.0,16.0
53,1,44,1,5.0,7422,2500.0,30.0,3.0,4.0,1.0,12.0
53,2,24,4,5.0,3521,1500.0,15.0,3.0,7.0,2.0,12.0
53,2,18,4,6.0,3511,170.0,20.0,3.0,9.0,2.0,13.0
53,1,60,1,7.0,2511,6500.0,45.0,3.0,7.0,1.0,16.0
53,2,28,1,7.0,2151,22500.0,40.0,3.0,7.0,1.0,16.0
53,2,25,1,7.0,3511,1500.0,30.0,3.0,7.0,1.0,16.0
53,1,22,1,7.0,2166,7000.0,60.0,5.0,7.0,,14.0
53,1,26,4,5.0,2166,800.0,50.0,6.0,7.0,,12.0
53,2,29,4,7.0,2511,8000.0,40.0,3.0,7.0,1.0,16.0
53,1,44,2,7.0,2512,2000.0,40.0,3.0,10.0,1.0,16.0
53,2,45,1,7.0,2511,32000.0,40.0,3.0,7.0,1.0,16.0
53,1,43,4,7.0,2523,7000.0,40.0,4.0,5.0,1.0,16.0
53,1,20,4,5.0,3114,1800.0,40.0,3.0,4.0,1.0,12.0
53,1,27,1,7.0,2511,3000.0,40.0,3.0,4.0,1.0,16.0
53,1,35,2,3.0,7422,3000.0,52.0,6.0,10.0,,9.0
53,1,35,1,6.0,3512,6337.0,88.0,3.0,7.0,1.0,13.0
53,1,24,4,5.0,1330,2000.0,44.0,4.0,8.0,2.0,12.0
53,1,25,4,7.0,2529,7000.0,40.0,3.0,7.0,1.0,14.0
53,2,24,4,5.0,3511,2000.0,40.0,3.0,7.0,2.0,12.0
53,1,21,4,7.0,2512,4500.0,40.0,3.0,7.0,1.0,14.0
