Estado,Gênero,Idade,Cor_Raça,Nível_Educação,Código_Ocupação_TI,Renda_Mensal,Horas_Trabalhadas_Semana,Posição_Ocupacional,Atividade_Principal,Carteira_Assinada,Anos_Estudo
28,1,26,2,5.0,3511,1750.0,44.0,3.0,4.0,1.0,12.0
28,2,20,4,6.0,4132,200.0,2.0,6.0,7.0,,15.0
28,1,31,2,7.0,2151,10000.0,44.0,3.0,5.0,1.0,16.0
28,2,40,4,7.0,3521,1320.0,12.0,6.0,7.0,,14.0
28,2,25,4,7.0,2151,3100.0,40.0,3.0,2.0,1.0,16.0
28,1,25,4,7.0,2151,11200.0,40.0,3.0,2.0,1.0,16.0
28,2,51,4,7.0,2511,1600.0,44.0,4.0,5.0,,16.0
28,1,37,4,6.0,3521,13000.0,50.0,6.0,5.0,,16.0
28,1,67,1,7.0,2151,18000.0,40.0,4.0,8.0,,16.0
28,1,37,4,5.0,3114,2400.0,84.0,3.0,7.0,1.0,12.0
28,2,29,4,5.0,7422,5000.0,40.0,6.0,10.0,,12.0
28,1,41,2,5.0,3114,2000.0,40.0,6.0,10.0,,12.0
28,1,23,4,5.0,7422,400.0,40.0,3.0,10.0,2.0,12.0
28,1,30,2,5.0,7422,1320.0,44.0,3.0,10.0,1.0,12.0
28,2,18,4,5.0,3513,1000.0,20.0,3.0,8.0,2.0,12.0
28,1,28,1,7.0,2512,15000.0,40.0,3.0,7.0,1.0,16.0
28,2,26,4,7.0,2151,3950.0,44.0,3.0,2.0,1.0,16.0
28,1,42,2,5.0,2356,500.0,20.0,3.0,9.0,2.0,12.0
28,1,24,4,7.0,3512,1320.0,40.0,3.0,9.0,1.0,16.0
28,1,23,4,5.0,7422,1000.0,48.0,3.0,7.0,2.0,12.0
28,2,29,4,5.0,3521,5000.0,20.0,3.0,7.0,2.0,12.0
28,1,32,4,7.0,2511,10000.0,40.0,4.0,7.0,,16.0
28,1,36,4,5.0,7422,1000.0,44.0,6.0,10.0,,12.0
28,1,40,2,7.0,7422,350.0,20.0,3.0,10.0,2.0,16.0
28,2,25,1,7.0,2166,1320.0,30.0,6.0,7.0,,16.0
28,1,23,1,7.0,2511,1320.0,40.0,3.0,7.0,1.0,16.0
28,1,33,4,7.0,2151,12000.0,60.0,3.0,3.0,2.0,16.0
29,1,31,4,7.0,2512,20000.0,40.0,6.0,7.0,,16.0
29,1,25,1,7.0,2512,10000.0,40.0,3.0,7.0,1.0,16.0
29,1,20,1,6.0,3521,400.0,6.0,3.0,7.0,2.0,13.0
29,1,46,4,5.0,7422,1000.0,40.0,6.0,10.0,,12.0
29,1,67,4,7.0,3113,7000.0,44.0,3.0,2.0,1.0,16.0
29,1,30,4,5.0,2166,60.0,2.0,6.0,7.0,,12.0
29,2,25,2,5.0,2166,560.0,32.0,6.0,7.0,,12.0
29,1,50,2,4.0,3511,3200.0,40.0,3.0,4.0,1.0,11.0
29,1,33,4,5.0,3513,1320.0,44.0,3.0,7.0,1.0,12.0
29,1,51,4,5.0,3113,3500.0,40.0,6.0,3.0,,12.0
29,1,25,4,6.0,3513,2000.0,44.0,3.0,7.0,1.0,14.0
29,2,43,2,7.0,2166,800.0,40.0,6.0,7.0,,16.0
29,1,45,4,7.0,3511,5000.0,40.0,3.0,7.0,1.0,15.0
29,1,42,1,7.0,2512,30000.0,60.0,5.0,7.0,,16.0
29,1,24,4,6.0,3512,2000.0,40.0,3.0,7.0,1.0,14.0
29,1,25,2,2.0,7422,800.0,44.0,3.0,10.0,2.0,8.0
29,2,25,1,3.0,7422,,16.0,7.0,10.0,,9.0
29,1,33,2,7.0,7422,2800.0,44.0,6.0,10.0,,14.0
29,1,49,4,7.0,7422,3000.0,46.0,3.0,7.0,1.0,16.0
29,1,42,4,5.0,3113,5000.0,44.0,6.0,3.0,,12.0
29,1,23,1,6.0,3511,1321.0,48.0,3.0,7.0,1.0,14.0
29,1,29,4,7.0,3511,660.0,20.0,3.0,7.0,2.0,16.0
29,1,24,2,7.0,2511,2200.0,40.0,3.0,7.0,1.0,16.0
29,1,73,1,5.0,3113,2000.0,24.0,3.0,2.0,2.0,12.0
29,1,41,4,6.0,3512,1601.0,40.0,3.0,10.0,1.0,15.0
29,1,28,2,5.0,3522,1000.0,40.0,3.0,7.0,2.0,12.0
29,1,58,4,5.0,3513,2400.0,48.0,3.0,3.0,1.0,12.0
29,1,42,2,7.0,3511,9000.0,40.0,3.0,9.0,1.0,16.0
29,1,36,4,7.0,3513,2000.0,44.0,3.0,7.0,1.0,16.0
29,1,40,1,7.0,2511,6000.0,40.0,3.0,7.0,1.0,16.0
29,2,30,2,5.0,3113,2300.0,40.0,3.0,2.0,1.0,12.0
29,1,28,4,5.0,3511,2300.0,40.0,3.0,7.0,1.0,12.0
29,1,30,1,7.0,2521,10000.0,40.0,3.0,7.0,1.0,16.0
29,1,42,1,7.0,3512,1320.0,36.0,3.0,7.0,1.0,16.0
29,1,18,4,4.0,3511,500.0,20.0,4.0,8.0,2.0,11.0
29,1,36,4,6.0,3113,2000.0,40.0,3.0,2.0,1.0,13.0
29,1,42,4,4.0,7421,2900.0,5.0,6.0,3.0,,11.0
29,1,44,4,3.0,7422,2000.0,6.0,6.0,10.0,,9.0
29,1,28,2,6.0,3513,5000.0,78.0,3.0,7.0,1.0,13.0
29,1,26,4,5.0,2166,1600.0,40.0,6.0,7.0,,12.0
29,1,24,2,5.0,7422,200.0,40.0,6.0,10.0,,12.0
29,1,30,1,5.0,1330,1800.0,44.0,3.0,4.0,1.0,12.0
29,1,28,4,5.0,7422,2500.0,72.0,6.0,10.0,,12.0
29,1,40,1,5.0,3113,3500.0,36.0,3.0,2.0,1.0,12.0
29,1,42,1,6.0,7422,2500.0,44.0,3.0,7.0,1.0,16.0
29,1,34,4,7.0,4132,1500.0,30.0,4.0,9.0,,15.0
29,1,30,2,7.0,2511,2500.0,44.0,3.0,7.0,1.0,16.0
29,1,47,2,7.0,1330,1320.0,40.0,3.0,2.0,1.0,14.0
29,1,16,1,3.0,7422,200.0,30.0,3.0,10.0,2.0,9.0
29,1,30,4,5.0,7422,1320.0,40.0,3.0,7.0,1.0,12.0
29,1,27,4,5.0,3114,1700.0,40.0,3.0,2.0,1.0,12.0
29,1,44,4,6.0,3114,11000.0,44.0,3.0,2.0,1.0,14.0
29,1,23,4,3.0,7422,0.0,40.0,3.0,7.0,2.0,9.0
29,1,27,4,7.0,2512,3500.0,40.0,3.0,7.0,1.0,16.0
29,2,27,1,6.0,3513,1500.0,30.0,3.0,7.0,1.0,14.0
29,1,37,2,7.0,3511,1500.0,25.0,3.0,7.0,1.0,16.0
29,2,36,2,7.0,2512,2500.0,50.0,3.0,7.0,1.0,16.0
29,1,19,2,5.0,3512,1600.0,30.0,3.0,7.0,1.0,12.0
29,2,23,1,7.0,2166,1500.0,10.0,6.0,7.0,,16.0
29,1,41,4,5.0,3522,2000.0,40.0,3.0,7.0,1.0,12.0
29,1,23,4,7.0,2511,1360.0,40.0,3.0,7.0,1.0,16.0
29,1,44,4,6.0,2356,1320.0,40.0,3.0,9.0,1.0,13.0
29,1,31,4,6.0,2166,1800.0,40.0,6.0,7.0,,15.0
29,1,28,4,5.0,7421,1320.0,40.0,6.0,3.0,,12.0
29,1,26,1,7.0,2512,1847.0,40.0,3.0,7.0,1.0,16.0
29,1,28,1,5.0,7422,500.0,20.0,6.0,3.0,,12.0
29,1,38,2,5.0,7422,1840.0,44.0,3.0,7.0,1.0,12.0
29,1,25,2,2.0,3513,2500.0,44.0,3.0,7.0,1.0,8.0
29,1,71,1,7.0,2511,3500.0,20.0,6.0,10.0,,16.0
29,2,60,1,7.0,2511,4000.0,30.0,6.0,7.0,,16.0
29,1,48,4,5.0,3114,800.0,40.0,3.0,4.0,2.0,12.0
29,1,28,1,7.0,2512,5000.0,40.0,4.0,8.0,2.0,15.0
29,1,27,2,5.0,7421,2300.0,40.0,3.0,3.0,1.0,12.0
29,1,67,2,7.0,3114,1500.0,40.0,5.0,10.0,,16.0
29,1,35,4,5.0,3113,3500.0,40.0,3.0,2.0,1.0,12.0
29,1,31,4,5.0,2166,3500.0,96.0,6.0,7.0,,12.0
29,1,45,4,5.0,3522,1800.0,44.0,3.0,7.0,1.0,12.0
29,1,30,2,7.0,3521,500.0,40.0,6.0,5.0,,16.0
29,2,18,2,4.0,2356,1320.0,15.0,4.0,9.0,1.0,10.0
29,1,24,4,6.0,3511,850.0,45.0,3.0,7.0,2.0,15.0
29,1,30,2,6.0,3511,1321.0,44.0,4.0,9.0,1.0,14.0
29,1,38,4,7.0,2166,3500.0,30.0,6.0,7.0,,16.0
29,1,28,2,5.0,7422,1300.0,44.0,3.0,10.0,2.0,12.0
29,1,47,4,5.0,3513,1800.0,40.0,3.0,7.0,1.0,13.0
29,1,25,4,6.0,3513,3000.0,44.0,3.0,7.0,1.0,13.0
29,1,56,4,2.0,7422,1000.0,40.0,6.0,10.0,,7.0
29,1,18,1,2.0,7422,1320.0,48.0,3.0,7.0,2.0,8.0
29,1,37,2,5.0,7422,1321.0,44.0,3.0,7.0,1.0,12.0
29,2,35,2,7.0,2511,9000.0,40.0,3.0,7.0,1.0,16.0
29,1,40,2,7.0,2511,9000.0,40.0,3.0,7.0,1.0,16.0
29,1,25,4,7.0,3512,1320.0,40.0,3.0,7.0,1.0,16.0
29,1,39,4,7.0,3522,5000.0,40.0,3.0,3.0,1.0,16.0
29,1,50,4,5.0,3113,8000.0,44.0,3.0,2.0,1.0,12.0
29,1,45,4,5.0,3114,5000.0,40.0,3.0,2.0,1.0,12.0
29,1,46,4,5.0,3114,4000.0,40.0,3.0,2.0,1.0,12.0
29,1,29,4,5.0,3114,1320.0,44.0,3.0,7.0,2.0,12.0
29,1,44,4,5.0,3114,1600.0,40.0,3.0,4.0,1.0,12.0
29,1,48,2,7.0,3521,700.0,6.0,6.0,7.0,,16.0
29,1,41,2,5.0,3113,2600.0,44.0,3.0,7.0,1.0,12.0
29,1,32,4,7.0,3113,1500.0,40.0,3.0,7.0,1.0,16.0
29,1,48,4,2.0,7422,1320.0,40.0,4.0,8.0,2.0,3.0
29,1,35,4,5.0,7422,1500.0,40.0,3.0,3.0,1.0,12.0
29,1,37,3,5.0,7422,1320.0,40.0,4.0,8.0,2.0,12.0
29,1,37,2,5.0,7422,1320.0,40.0,3.0,10.0,2.0,12.0
29,1,37,1,5.0,7422,1320.0,40.0,3.0,7.0,1.0,12.0
29,1,40,4,7.0,1330,7000.0,40.0,4.0,8.0,,16.0
29,1,57,4,5.0,7422,1700.0,44.0,3.0,7.0,1.0,12.0
29,1,36,4,7.0,2511,10000.0,40.0,3.0,2.0,1.0,16.0
29,1,36,1,7.0,1330,12000.0,40.0,3.0,9.0,1.0,16.0
29,1,33,1,7.0,2511,10000.0,40.0,3.0,7.0,1.0,16.0
29,2,49,4,7.0,3511,1700.0,40.0,3.0,7.0,1.0,16.0
29,1,39,1,7.0,2511,16000.0,40.0,3.0,7.0,1.0,16.0
29,1,28,4,5.0,7422,1820.0,66.0,3.0,10.0,1.0,12.0
29,1,23,1,6.0,7422,1700.0,48.0,3.0,7.0,1.0,14.0
29,1,22,4,6.0,7422,1320.0,40.0,6.0,10.0,,15.0
31,1,50,4,5.0,3511,6000.0,44.0,3.0,2.0,1.0,12.0
31,1,23,1,3.0,3511,3000.0,44.0,3.0,3.0,1.0,9.0
31,1,35,2,7.0,2514,5000.0,40.0,6.0,7.0,,16.0
31,1,43,1,7.0,2514,8000.0,40.0,4.0,8.0,,16.0
31,1,39,4,6.0,3113,5000.0,40.0,3.0,7.0,1.0,16.0
31,1,43,4,3.0,2166,2200.0,44.0,6.0,7.0,,9.0
31,1,30,4,5.0,7422,3000.0,44.0,3.0,3.0,1.0,12.0
31,1,53,4,4.0,7422,1320.0,44.0,3.0,10.0,2.0,11.0
31,1,41,1,7.0,2511,2000.0,10.0,6.0,7.0,,16.0
31,1,29,1,6.0,2166,7000.0,44.0,5.0,7.0,,15.0
31,1,34,1,5.0,3114,3500.0,40.0,3.0,2.0,1.0,12.0
31,1,24,1,7.0,2166,500.0,40.0,6.0,7.0,,14.0
31,1,32,1,5.0,7422,500.0,12.0,6.0,10.0,,12.0
31,1,55,4,7.0,2511,15000.0,44.0,4.0,8.0,,16.0
31,1,44,1,7.0,1330,10000.0,40.0,3.0,7.0,2.0,16.0
31,2,32,4,7.0,2511,5000.0,40.0,3.0,7.0,1.0,16.0
31,2,30,4,7.0,3511,1320.0,20.0,3.0,7.0,2.0,16.0
31,1,24,4,7.0,2514,3500.0,40.0,3.0,7.0,1.0,16.0
31,1,44,2,4.0,2166,2640.0,70.0,6.0,7.0,,10.0
31,1,21,1,5.0,7422,500.0,44.0,6.0,10.0,,12.0
31,1,35,1,7.0,2511,13000.0,56.0,3.0,7.0,1.0,16.0
31,1,43,1,7.0,2512,5000.0,44.0,3.0,7.0,1.0,14.0
31,1,37,4,7.0,2511,10000.0,40.0,6.0,7.0,,16.0
31,2,37,1,7.0,1330,10000.0,44.0,3.0,9.0,1.0,16.0
31,1,56,4,2.0,7422,2850.0,44.0,3.0,2.0,1.0,4.0
31,1,34,4,5.0,7422,3600.0,40.0,3.0,7.0,1.0,12.0
31,2,19,4,5.0,4132,1320.0,30.0,3.0,7.0,1.0,12.0
31,1,28,4,6.0,3513,1320.0,44.0,3.0,7.0,1.0,13.0
31,1,29,4,6.0,3514,1320.0,44.0,3.0,7.0,1.0,13.0
31,1,63,4,7.0,2511,20000.0,40.0,3.0,7.0,1.0,16.0
31,1,31,4,5.0,2166,5000.0,44.0,3.0,7.0,1.0,12.0
31,1,62,1,2.0,7422,2000.0,44.0,6.0,10.0,,4.0
31,1,27,1,7.0,2151,7500.0,45.0,3.0,7.0,1.0,16.0
31,1,24,1,7.0,2151,3000.0,40.0,3.0,7.0,1.0,16.0
31,2,31,1,7.0,2166,1500.0,30.0,4.0,8.0,2.0,16.0
31,2,44,1,7.0,2511,7000.0,40.0,3.0,7.0,1.0,16.0
31,1,41,4,5.0,7422,1700.0,44.0,3.0,7.0,1.0,12.0
31,1,30,2,7.0,2512,11000.0,40.0,3.0,7.0,1.0,16.0
31,1,52,2,7.0,2511,3000.0,40.0,6.0,7.0,,16.0
31,1,59,4,5.0,3113,2600.0,44.0,3.0,3.0,1.0,12.0
31,1,26,1,6.0,3511,5000.0,40.0,6.0,7.0,,14.0
31,1,26,1,6.0,3511,2500.0,40.0,3.0,7.0,1.0,13.0
31,1,27,1,5.0,3113,3000.0,44.0,3.0,2.0,1.0,12.0
31,1,25,1,6.0,3511,1320.0,30.0,4.0,8.0,2.0,16.0
31,1,41,1,7.0,2511,3500.0,40.0,3.0,5.0,1.0,16.0
31,1,46,4,2.0,3512,1500.0,12.0,3.0,4.0,1.0,7.0
31,1,30,4,5.0,3521,7500.0,44.0,3.0,7.0,1.0,12.0
31,1,27,1,6.0,3513,7000.0,49.0,4.0,9.0,,14.0
31,1,23,4,2.0,7422,4000.0,40.0,6.0,10.0,,8.0
31,1,30,1,5.0,2166,1320.0,40.0,3.0,7.0,2.0,12.0
31,1,43,2,7.0,2511,2500.0,40.0,3.0,2.0,1.0,16.0
31,2,26,4,5.0,7422,1400.0,40.0,3.0,7.0,1.0,12.0
31,1,26,1,3.0,7422,1320.0,44.0,3.0,7.0,1.0,9.0
31,1,18,1,2.0,7422,1320.0,44.0,3.0,7.0,1.0,8.0
31,1,23,4,6.0,3521,1200.0,20.0,6.0,10.0,,14.0
31,1,44,1,7.0,3512,3900.0,40.0,3.0,5.0,1.0,16.0
31,1,24,4,7.0,7422,1320.0,40.0,3.0,10.0,1.0,16.0
31,1,47,4,2.0,2166,1500.0,44.0,6.0,7.0,,5.0
31,1,26,1,5.0,2166,1500.0,44.0,6.0,7.0,,12.0
31,1,24,4,3.0,3521,1320.0,40.0,3.0,2.0,1.0,9.0
31,1,42,2,7.0,2511,10000.0,50.0,6.0,7.0,,16.0
31,1,22,4,5.0,3511,4500.0,40.0,3.0,7.0,1.0,12.0
31,2,21,1,5.0,2166,200.0,4.0,6.0,7.0,,12.0
31,1,21,4,5.0,7422,1320.0,48.0,3.0,7.0,1.0,12.0
31,1,21,1,6.0,3511,1500.0,30.0,3.0,7.0,2.0,13.0
31,1,51,4,5.0,3513,2037.0,44.0,3.0,7.0,1.0,13.0
31,1,40,1,7.0,2151,12000.0,40.0,3.0,2.0,1.0,16.0
31,1,32,1,2.0,7422,2100.0,50.0,3.0,7.0,1.0,5.0
31,1,52,1,5.0,3113,1900.0,60.0,6.0,10.0,,12.0
31,1,26,2,5.0,3113,1400.0,44.0,3.0,2.0,1.0,12.0
31,1,25,1,5.0,3511,7000.0,40.0,6.0,7.0,,12.0
31,1,35,1,5.0,3113,3000.0,50.0,3.0,7.0,1.0,12.0
31,1,20,2,6.0,3511,800.0,20.0,4.0,8.0,2.0,13.0
31,1,35,2,7.0,2166,1250.0,44.0,6.0,7.0,,16.0
31,2,31,2,7.0,2166,1250.0,44.0,6.0,7.0,,16.0
31,1,44,1,7.0,2511,15000.0,44.0,3.0,5.0,1.0,16.0
31,1,26,4,5.0,7422,1500.0,44.0,3.0,7.0,1.0,12.0
31,1,35,4,6.0,3113,2000.0,44.0,3.0,2.0,1.0,14.0
31,1,47,4,5.0,3113,2250.0,40.0,3.0,3.0,1.0,12.0
31,1,27,1,7.0,2511,10000.0,40.0,3.0,7.0,1.0,16.0
31,2,34,1,7.0,2153,10000.0,40.0,3.0,7.0,1.0,16.0
31,1,21,1,7.0,2511,2640.0,44.0,3.0,7.0,1.0,15.0
31,1,33,1,7.0,2512,6000.0,44.0,3.0,7.0,1.0,16.0
31,1,40,1,7.0,2513,1500.0,18.0,6.0,7.0,,16.0
31,2,31,4,7.0,2511,12000.0,40.0,3.0,4.0,1.0,16.0
31,1,38,1,6.0,7422,5000.0,44.0,6.0,10.0,,14.0
31,2,40,4,5.0,2434,2000.0,44.0,3.0,2.0,2.0,12.0
31,1,21,4,6.0,2166,2000.0,40.0,3.0,7.0,2.0,14.0
31,1,47,1,5.0,3511,4500.0,44.0,6.0,7.0,,12.0
31,1,36,2,7.0,3513,8500.0,55.0,3.0,9.0,2.0,14.0
31,1,35,1,5.0,3513,2000.0,50.0,3.0,7.0,2.0,12.0
31,1,35,1,7.0,3513,7000.0,48.0,6.0,7.0,,15.0
31,1,37,1,7.0,2511,5000.0,40.0,6.0,7.0,,14.0
31,2,29,1,7.0,2166,9000.0,40.0,3.0,7.0,1.0,16.0
31,1,30,1,5.0,3514,5000.0,40.0,3.0,7.0,1.0,12.0
31,1,25,1,7.0,7422,3200.0,40.0,3.0,10.0,1.0,16.0
31,1,34,4,5.0,7422,1500.0,40.0,3.0,10.0,1.0,12.0
31,1,39,1,5.0,3511,3200.0,30.0,3.0,7.0,2.0,12.0
31,1,43,4,7.0,2519,3500.0,40.0,3.0,7.0,1.0,16.0
31,1,36,1,7.0,1330,30000.0,40.0,3.0,7.0,2.0,16.0
31,2,28,1,7.0,2511,8000.0,40.0,3.0,7.0,2.0,14.0
31,1,37,1,7.0,2521,7000.0,40.0,3.0,7.0,1.0,15.0
31,2,23,1,7.0,2512,3200.0,40.0,6.0,7.0,,16.0
31,2,35,1,5.0,7422,4500.0,44.0,3.0,7.0,1.0,12.0
31,2,33,1,7.0,2511,5000.0,44.0,3.0,7.0,2.0,16.0
31,2,23,1,6.0,3521,700.0,20.0,4.0,9.0,2.0,16.0
31,1,18,1,5.0,3513,1320.0,30.0,3.0,7.0,1.0,12.0
31,1,27,4,7.0,2514,3560.0,24.0,6.0,7.0,,16.0
31,1,26,1,7.0,2512,7500.0,50.0,6.0,7.0,,16.0
31,1,27,1,7.0,2512,4000.0,44.0,3.0,7.0,1.0,16.0
31,1,34,1,7.0,3513,6000.0,40.0,3.0,9.0,1.0,16.0
31,1,31,4,4.0,7421,1300.0,40.0,6.0,3.0,,11.0
31,1,19,4,6.0,3511,1100.0,30.0,3.0,2.0,2.0,13.0
31,1,20,1,5.0,3113,1800.0,40.0,3.0,7.0,1.0,12.0
31,2,24,1,6.0,3513,11000.0,40.0,3.0,7.0,1.0,14.0
31,1,31,1,7.0,3521,4000.0,40.0,6.0,7.0,,16.0
31,1,29,1,7.0,2514,4500.0,40.0,3.0,7.0,2.0,16.0
31,1,34,2,5.0,3513,1600.0,49.0,3.0,7.0,2.0,12.0
31,2,32,2,5.0,3512,1520.0,44.0,3.0,4.0,1.0,12.0
31,2,61,1,7.0,2512,18000.0,50.0,6.0,5.0,,16.0
31,1,38,4,7.0,1330,35000.0,44.0,3.0,7.0,1.0,16.0
31,2,37,4,7.0,2166,1320.0,30.0,6.0,7.0,,16.0
31,1,26,1,4.0,7421,1320.0,40.0,3.0,3.0,1.0,11.0
31,1,47,1,3.0,3511,5000.0,40.0,3.0,7.0,1.0,9.0
31,2,49,1,7.0,2512,7000.0,40.0,3.0,7.0,1.0,16.0
31,2,19,4,5.0,3511,800.0,24.0,3.0,2.0,1.0,12.0
31,1,44,2,5.0,3113,2100.0,40.0,4.0,2.0,1.0,12.0
31,1,23,1,5.0,3114,1600.0,44.0,3.0,10.0,1.0,12.0
31,1,42,4,4.0,2166,5000.0,40.0,6.0,7.0,,10.0
31,2,55,1,7.0,1330,2300.0,44.0,3.0,7.0,1.0,16.0
31,1,24,2,6.0,3513,2000.0,42.0,3.0,7.0,1.0,15.0
31,2,30,1,7.0,2166,2500.0,40.0,3.0,7.0,2.0,15.0
31,1,33,4,5.0,3512,3000.0,44.0,3.0,7.0,1.0,12.0
31,2,29,4,5.0,3513,1000.0,25.0,3.0,7.0,1.0,12.0
31,1,27,4,5.0,3521,1600.0,40.0,6.0,5.0,,12.0
31,1,45,1,7.0,2511,4000.0,40.0,3.0,7.0,2.0,16.0
31,2,39,1,7.0,2511,4000.0,40.0,3.0,7.0,1.0,16.0
31,1,31,1,7.0,2166,3000.0,40.0,6.0,7.0,,16.0
31,2,25,1,7.0,2511,11880.0,40.0,3.0,7.0,1.0,16.0
31,1,21,1,6.0,3511,4200.0,30.0,3.0,7.0,1.0,15.0
31,1,38,4,4.0,7422,5000.0,44.0,5.0,10.0,,10.0
31,1,19,4,5.0,7422,1500.0,44.0,3.0,10.0,1.0,12.0
31,1,50,1,5.0,7422,3000.0,40.0,4.0,9.0,,12.0
31,1,40,4,7.0,2511,5000.0,40.0,3.0,9.0,1.0,16.0
31,1,21,1,7.0,3513,0.0,44.0,3.0,7.0,1.0,15.0
31,1,37,4,5.0,7422,8000.0,48.0,5.0,10.0,,12.0
31,1,21,4,5.0,7422,1320.0,40.0,3.0,7.0,2.0,12.0
31,2,31,4,7.0,2521,10000.0,40.0,3.0,7.0,2.0,15.0
31,2,38,4,7.0,7422,4000.0,44.0,5.0,10.0,,16.0
31,1,31,4,5.0,3522,2800.0,44.0,3.0,7.0,1.0,12.0
31,1,41,2,7.0,2514,10000.0,50.0,6.0,7.0,,16.0
31,1,28,1,7.0,2511,0.0,25.0,3.0,10.0,2.0,16.0
31,1,26,1,6.0,3511,1700.0,30.0,3.0,6.0,2.0,14.0
31,1,40,1,7.0,3513,4000.0,30.0,4.0,9.0,,16.0
31,1,20,1,4.0,3513,1320.0,30.0,3.0,7.0,2.0,11.0
31,1,37,2,7.0,2511,4500.0,40.0,3.0,5.0,1.0,16.0
31,1,40,1,5.0,3113,6500.0,40.0,3.0,2.0,1.0,12.0
31,1,45,4,5.0,3114,1500.0,44.0,3.0,4.0,1.0,12.0
31,1,48,1,5.0,3513,2500.0,40.0,6.0,7.0,,12.0
31,2,37,2,5.0,7422,2000.0,44.0,6.0,10.0,,12.0
31,1,34,2,5.0,7422,2000.0,44.0,6.0,10.0,,12.0
31,1,27,4,7.0,2511,2800.0,40.0,3.0,7.0,1.0,14.0
31,1,38,4,5.0,7422,0.0,44.0,3.0,7.0,2.0,12.0
31,1,19,1,6.0,3511,3500.0,40.0,3.0,7.0,1.0,13.0
31,1,37,4,5.0,7422,1000.0,60.0,3.0,7.0,1.0,12.0
31,1,33,4,5.0,3113,3500.0,44.0,3.0,7.0,1.0,12.0
31,1,27,1,7.0,3113,1800.0,44.0,3.0,3.0,1.0,16.0
31,1,30,1,7.0,2511,10100.0,40.0,3.0,7.0,1.0,14.0
31,1,36,1,7.0,2511,12000.0,30.0,4.0,8.0,,16.0
31,1,20,4,6.0,3513,2200.0,48.0,3.0,9.0,1.0,13.0
31,1,53,4,7.0,1330,8000.0,44.0,3.0,7.0,1.0,16.0
31,2,41,1,7.0,3113,3000.0,44.0,3.0,7.0,1.0,14.0
31,1,25,4,5.0,7422,2000.0,44.0,3.0,7.0,1.0,12.0
31,1,27,4,5.0,3511,1200.0,30.0,6.0,7.0,,12.0
31,2,49,1,7.0,2434,3000.0,44.0,3.0,7.0,2.0,16.0
31,1,33,1,7.0,3521,1320.0,36.0,4.0,9.0,2.0,14.0
31,1,34,1,7.0,2512,14000.0,40.0,3.0,7.0,1.0,14.0
31,1,25,2,5.0,7422,1500.0,44.0,3.0,7.0,1.0,12.0
31,1,32,1,5.0,3113,2000.0,40.0,3.0,2.0,1.0,12.0
31,1,28,1,7.0,3114,1550.0,44.0,3.0,3.0,2.0,16.0
31,2,46,1,7.0,2511,8000.0,40.0,3.0,7.0,1.0,16.0
31,1,40,4,5.0,3113,3000.0,44.0,3.0,7.0,1.0,12.0
31,1,61,1,7.0,3514,4500.0,40.0,6.0,7.0,,16.0
31,1,26,4,7.0,2512,25000.0,58.0,6.0,7.0,,16.0
31,2,26,4,6.0,3511,10000.0,40.0,3.0,5.0,1.0,14.0
31,2,33,4,7.0,3513,1320.0,44.0,6.0,7.0,,16.0
31,1,35,4,7.0,2511,8000.0,43.0,3.0,1.0,1.0,16.0
31,1,35,1,7.0,2512,5000.0,40.0,3.0,7.0,1.0,16.0
31,1,30,4,7.0,2151,4000.0,30.0,6.0,7.0,,16.0
31,1,33,4,7.0,2514,21000.0,40.0,3.0,7.0,1.0,16.0
31,1,26,1,5.0,7422,3000.0,40.0,3.0,7.0,1.0,12.0
31,1,29,1,7.0,2512,9000.0,40.0,3.0,7.0,1.0,16.0
31,1,33,4,7.0,2514,4000.0,40.0,3.0,7.0,2.0,16.0
31,2,52,1,7.0,2166,5000.0,30.0,6.0,7.0,,16.0
31,2,38,4,7.0,2166,9000.0,60.0,6.0,7.0,,16.0
31,1,37,1,7.0,2522,20000.0,40.0,3.0,2.0,2.0,16.0
31,2,31,4,7.0,2511,0.0,45.0,3.0,7.0,2.0,16.0
31,1,36,4,7.0,2522,5300.0,45.0,3.0,7.0,1.0,16.0
31,1,23,4,6.0,2166,2000.0,45.0,3.0,7.0,1.0,15.0
31,2,22,4,6.0,2166,3000.0,40.0,3.0,7.0,1.0,14.0
31,1,46,4,7.0,3521,4500.0,36.0,3.0,2.0,1.0,14.0
31,2,35,4,5.0,2166,1000.0,40.0,6.0,7.0,,12.0
31,1,28,4,7.0,2512,1600.0,40.0,3.0,7.0,1.0,16.0
31,1,34,1,7.0,2512,5000.0,40.0,3.0,7.0,1.0,16.0
31,1,67,1,5.0,3113,4000.0,30.0,6.0,7.0,,13.0
31,1,27,4,3.0,7422,1600.0,36.0,3.0,7.0,1.0,9.0
31,2,48,4,7.0,2511,7300.0,40.0,3.0,7.0,1.0,16.0
31,1,40,1,7.0,2151,7500.0,52.0,3.0,7.0,1.0,16.0
31,1,30,4,7.0,2512,11000.0,40.0,3.0,7.0,1.0,16.0
31,1,24,1,5.0,7421,2000.0,40.0,3.0,7.0,1.0,12.0
31,2,23,1,5.0,7421,2000.0,40.0,3.0,7.0,1.0,12.0
31,1,32,1,7.0,2512,1600.0,25.0,3.0,7.0,2.0,16.0
31,2,33,1,7.0,2166,3400.0,52.0,3.0,7.0,2.0,16.0
